시도교육청,지역교육청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,제외여부,제외사유,1학년 전입학생수,1학년 전출학생수,1학년 전체학생수,2학년 전입학생수,2학년 전출학생수,2학년 전체학생수,3학년 전입학생수,3학년 전출학생수,3학년 전체학생수,4학년 전입학생수,4학년 전출학생수,4학년 전체학생수,5학년 전입학생수,5학년 전출학생수,5학년 전체학생수,6학년 전입학생수,6학년 전출학생수,6학년 전체 학생수,전입학생수(계),전출학생수(계),전체학생수(계)
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090005874,예원초등학교,2,공립,N,,1,3,92,2,6,86,1,9,83,0,9,101,2,6,90,2,9,102,8,42,554
경기도교육청,경기도수원교육지원청,경기도 수원시 영통구,S090005879,광교초등학교,2,공립,N,,12,16,241,8,20,217,13,17,210,11,17,168,6,11,185,12,13,180,62,94,1201
경기도교육청,경기도수원교육지원청,경기도 수원시 영통구,S090005882,이의초등학교,2,공립,N,,7,23,243,8,30,226,20,25,224,8,21,154,7,12,183,10,11,177,60,122,1207
경기도교육청,경기도김포교육지원청,경기도 김포시,S090005883,가현초등학교,2,공립,N,,6,4,244,18,11,250,9,18,278,13,20,252,14,11,271,9,14,242,69,78,1537
경기도교육청,경기도김포교육지원청,경기도 김포시,S090005885,푸른솔초등학교,2,공립,N,,14,2,190,19,12,199,14,13,214,15,12,194,17,7,209,15,8,224,94,54,1230
경기도교육청,경기도평택교육지원청,경기도 평택시,S090005888,청옥초등학교,2,공립,N,,7,14,281,13,17,255,19,22,292,18,22,232,10,14,246,8,11,256,75,100,1562
경기도교육청,경기도수원교육지원청,경기도 수원시 권선구,S090005894,수원중촌초등학교,2,공립,N,,8,9,155,6,16,159,11,16,174,2,10,129,4,11,101,5,9,121,36,71,839
경기도교육청,경기도수원교육지원청,경기도 수원시 권선구,S090005896,수원금호초등학교,2,공립,N,,8,10,399,5,8,296,11,9,211,5,7,164,8,8,182,5,3,185,42,45,1437
경기도교육청,경기도수원교육지원청,경기도 수원시 권선구,S090005897,능실초등학교,2,공립,N,,13,12,243,27,20,242,20,13,229,20,5,177,17,4,163,9,8,134,106,62,1188
경기도교육청,경기도군포의왕교육지원청,경기도 의왕시,S090005912,포일초등학교,2,공립,N,,2,8,96,5,22,107,5,16,99,4,22,89,7,8,64,2,7,73,25,83,528
경기도교육청,경기도성남교육지원청,경기도 성남시 중원구,S090005914,성남여수초등학교,2,공립,N,,0,5,162,3,9,140,3,9,135,5,8,127,2,5,118,3,4,106,16,40,788
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090005988,부평초등학교,2,공립,N,,5,6,117,9,15,100,6,13,97,6,9,130,6,9,104,3,12,103,35,64,651
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006026,김포금빛초등학교,2,공립,N,,20,14,355,21,29,310,19,17,302,20,12,248,9,17,196,7,10,184,96,99,1595
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006030,은여울초등학교,2,공립,N,,10,8,239,179,3,166,143,3,136,132,3,121,131,5,123,82,3,75,677,25,860
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006033,나비초등학교,2,공립,N,,22,23,301,41,16,271,33,14,204,30,19,189,28,13,180,13,15,153,167,100,1298
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090006039,함박초등학교,2,공립,N,,0,0,296,78,0,207,4,6,199,47,0,158,26,0,139,12,0,139,167,6,1138
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006040,운유초등학교,2,공립,N,,4,9,314,11,24,320,15,17,280,12,12,241,7,21,272,8,13,244,57,96,1671
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090006042,중일초등학교,2,공립,N,,13,10,232,22,19,237,14,14,198,17,11,187,14,8,155,7,11,166,87,73,1175
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006046,청수초등학교,2,공립,N,,18,19,376,17,26,346,12,36,307,12,21,284,8,17,254,4,12,227,71,131,1794
경기도교육청,경기도동두천양주교육지원청,경기도 양주시,S090006058,율정초등학교,2,공립,N,,15,4,174,25,3,153,24,6,142,20,1,122,23,3,132,12,1,100,119,18,823
경기도교육청,경기도동두천양주교육지원청,경기도 양주시,S090006061,옥정초등학교,2,공립,N,,45,11,301,72,6,229,110,3,205,63,4,144,102,6,160,0,0,159,392,30,1198
경기도교육청,경기도동두천양주교육지원청,경기도 양주시,S090006063,옥빛초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090006096,고양오금초등학교,2,공립,N,,4,5,98,6,5,119,3,18,86,2,4,66,2,4,25,1,1,23,18,37,417
경기도교육청,경기도성남교육지원청,경기도 성남시 수정구,S090006104,위례한빛초등학교,2,공립,N,,21,3,223,14,5,213,20,9,210,15,5,165,6,9,162,8,6,158,84,37,1131
경기도교육청,경기도성남교육지원청,경기도 성남시 수정구,S090006107,위례푸른초등학교,2,공립,N,,15,11,175,17,10,180,19,14,196,16,8,145,16,0,125,8,9,133,91,52,954
경기도교육청,경기도성남교육지원청,경기도 성남시 수정구,S090006108,위례고운초등학교,2,공립,N,,2,1,36,3,3,38,3,4,39,2,1,24,4,5,43,1,2,34,15,16,214
경기도교육청,경기도성남교육지원청,경기도 성남시 수정구,S090006109,위례중앙초등학교,2,공립,N,,0,5,105,0,2,100,0,3,74,0,1,77,0,8,68,2,1,78,2,20,502
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090006112,한아람초등학교,2,공립,N,,179,3,0,157,1,0,124,1,0,123,0,0,109,2,0,27,1,0,719,8,0
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090006113,태성초등학교,2,공립,N,,6,105,378,16,105,369,15,71,259,15,67,229,17,55,189,13,12,187,82,415,1611
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090006122,배곧초등학교,2,공립,N,,16,7,320,21,21,277,15,23,317,18,16,267,10,12,273,14,7,236,94,86,1690
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090006123,배곧라온초등학교,2,공립,N,,41,7,285,53,10,243,78,7,214,68,6,178,61,6,187,49,1,142,350,37,1249
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090006131,산현초등학교,2,공립,N,,9,6,194,16,7,185,19,7,153,9,1,132,9,5,101,6,3,105,68,29,870
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090006132,운흥초등학교,2,공립,N,,29,2,180,48,4,141,46,8,104,38,1,99,39,5,100,26,3,81,226,23,705
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090006133,조남초등학교,2,공립,N,,8,9,150,11,9,154,5,7,111,10,11,95,8,3,88,5,1,85,47,40,683
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090006152,생금초등학교,2,공립,N,,3,7,100,3,8,82,3,5,77,3,15,76,1,8,71,4,10,66,17,53,472
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006153,화원초등학교,2,공립,N,,5,10,194,7,22,164,8,31,171,4,21,135,4,18,122,9,10,111,37,112,897
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006154,하길초등학교,2,공립,N,,7,9,218,27,15,176,43,8,158,39,8,121,32,3,120,24,6,110,172,49,903
경기도교육청,경기도수원교육지원청,경기도 수원시 권선구,S090006157,곡정초등학교,2,공립,N,,7,20,304,4,12,292,2,4,248,7,17,237,3,7,226,3,9,222,26,69,1529
경기도교육청,경기도파주교육지원청,경기도 파주시,S090006164,산내초등학교,2,공립,N,,17,7,363,52,9,289,48,8,232,25,1,192,18,7,216,32,5,190,192,37,1482
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090006418,금암초등학교,2,공립,N,,1,16,153,8,23,135,2,25,149,4,32,136,1,16,127,1,7,126,17,119,826
경기도교육청,경기도동두천양주교육지원청,경기도 양주시,S090006419,광사초등학교,2,공립,N,,7,3,162,9,7,167,11,14,149,11,13,160,3,0,128,3,11,144,44,48,910
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090006421,나룰초등학교,2,공립,N,,7,9,128,13,19,123,10,13,108,9,16,116,11,18,128,5,20,115,55,95,718
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006425,마송중앙초등학교,2,공립,N,,4,4,76,2,2,71,1,10,72,1,6,59,5,6,60,2,7,75,15,35,413
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090006431,부곡중앙초등학교,2,공립,N,,6,17,130,14,12,147,2,25,154,10,21,149,4,14,180,4,9,153,40,98,913
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090006432,서정초등학교,2,공립,N,,0,0,92,1,3,86,4,11,85,1,9,94,3,12,109,0,9,105,9,44,571
경기도교육청,경기도성남교육지원청,경기도 성남시 분당구,S090006433,성남화랑초등학교,2,공립,N,,3,22,252,3,14,188,3,9,136,3,4,99,2,9,103,0,0,90,14,58,868
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090006434,성서초등학교,2,공립,N,,10,15,148,15,9,160,14,15,148,12,9,132,6,6,118,10,4,137,67,58,843
경기도교육청,경기도성남교육지원청,경기도 성남시 분당구,S090006439,신백현초등학교,2,공립,N,,4,3,116,5,11,108,8,10,108,4,9,115,8,8,110,7,5,110,36,46,667
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006440,신양초등학교,2,공립,N,,4,9,136,12,7,125,9,17,116,4,12,123,14,9,128,11,10,113,54,64,741
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090006443,양일초등학교,2,공립,N,,10,9,246,19,15,205,14,20,243,9,17,220,12,17,229,11,10,227,75,88,1370
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090006445,용인신봉초등학교,2,공립,N,,7,12,158,14,11,179,14,13,169,14,6,154,12,5,166,12,7,153,73,54,979
경기도교육청,경기도파주교육지원청,경기도 파주시,S090006446,운광초등학교,2,공립,N,,5,11,169,9,12,155,9,12,166,4,8,173,11,8,188,8,10,199,46,61,1050
경기도교육청,경기도이천교육지원청,경기도 이천시,S090006449,이천사동초등학교,2,공립,N,,0,3,104,1,2,117,0,9,102,0,7,83,0,2,90,2,2,86,3,25,582
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090006452,주곡초등학교,2,공립,N,,1,5,178,13,16,173,11,16,178,13,12,172,4,13,177,4,5,155,46,67,1033
경기도교육청,경기도파주교육지원청,경기도 파주시,S090006454,한가람초등학교,2,공립,N,,5,10,236,10,24,233,9,9,221,10,11,241,5,10,234,11,9,249,50,73,1414
경기도교육청,경기도파주교육지원청,경기도 파주시,S090006455,한빛초등학교,2,공립,N,,10,15,301,15,16,247,14,23,306,22,13,286,10,14,343,14,24,309,85,105,1792
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090006456,한얼초등학교,2,공립,N,,2,0,46,0,11,87,2,5,59,0,7,78,0,8,82,0,4,63,4,35,415
경기도교육청,경기도파주교육지원청,경기도 파주시,S090006458,해솔초등학교,2,공립,N,,7,5,231,18,12,207,19,9,228,16,11,227,9,15,247,9,6,259,78,58,1399
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090006459,화도초등학교,2,공립,N,,8,4,167,10,24,202,6,21,170,10,13,192,5,16,194,6,12,215,45,90,1140
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090006460,화봉초등학교,2,공립,N,,4,10,159,11,22,164,10,14,158,11,12,139,7,14,159,3,4,147,46,76,926
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006650,서경초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006651,화성반월초등학교,2,공립,N,,5,15,275,14,22,267,9,27,238,8,18,216,11,12,222,5,9,174,52,103,1392
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090006759,두창초등학교,2,공립,N,,2,1,7,1,3,14,2,3,19,2,2,15,0,0,21,0,1,20,7,10,96
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090006770,고양동산초등학교,2,공립,N,,9,16,265,26,25,237,15,19,218,12,18,200,18,21,204,6,16,170,86,115,1294
경기도교육청,경기도평택교육지원청,경기도 평택시,S090006771,자란초등학교,2,공립,N,,5,17,115,12,32,121,16,38,119,15,20,101,7,23,96,13,4,106,68,134,658
경기도교육청,경기도수원교육지원청,경기도 수원시 권선구,S090006773,수원가온초등학교,2,공립,N,,8,9,251,4,6,252,6,10,236,5,7,196,5,4,176,3,6,161,31,42,1272
경기도교육청,경기도수원교육지원청,경기도 수원시 장안구,S090006774,다솔초등학교,2,공립,N,,6,7,271,17,14,250,12,19,283,13,25,289,7,19,280,8,16,283,63,100,1656
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006775,하늘빛초등학교,2,공립,N,,3,11,263,21,18,242,22,12,215,21,18,194,23,17,189,16,9,159,106,85,1262
경기도교육청,경기도김포교육지원청,경기도 김포시,S090006776,김포호수초등학교,2,공립,N,,6,4,287,28,11,268,21,11,208,15,7,195,20,4,169,9,6,148,99,43,1275
경기도교육청,경기도파주교육지원청,경기도 파주시,S090006778,운정초등학교,2,공립,N,,2,4,167,6,11,144,5,9,190,9,9,189,4,4,161,7,7,186,33,44,1037
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090006799,의정부송산초등학교,2,공립,N,,5,16,300,12,20,302,14,14,270,12,15,201,14,8,198,7,3,222,64,76,1493
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090006801,남양주월산초등학교,2,공립,N,,10,8,109,30,12,113,16,10,80,12,11,82,16,6,89,14,5,76,98,52,549
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090006802,해밀초등학교,2,공립,N,,1,10,158,10,16,141,9,16,192,6,22,165,5,9,170,3,13,124,34,86,950
경기도교육청,경기도용인교육지원청,경기도 용인시 수지구,S090006847,매봉초등학교,2,공립,N,,2,5,70,6,3,51,5,3,56,3,1,52,1,0,52,2,5,49,19,17,330
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090006913,미사초등학교,2,공립,N,,4,6,217,6,14,216,7,10,185,8,11,147,5,6,169,7,7,143,37,54,1077
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090006914,미사강변초등학교,2,공립,N,,8,11,312,20,28,303,18,34,320,14,25,249,6,20,223,5,13,237,71,131,1644
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090006926,삼현초등학교,2,공립,N,,10,13,286,9,16,235,6,6,193,7,7,170,9,8,154,2,3,120,43,53,1158
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006930,동탄중앙초등학교,2,공립,N,,22,13,359,38,38,324,41,34,326,32,33,295,30,28,288,24,19,269,187,165,1861
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006931,화성청계초등학교,2,공립,N,,8,12,244,27,26,281,26,35,254,32,24,281,28,13,292,33,24,277,154,134,1629
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006932,아인초등학교,2,공립,N,,6,8,207,20,31,192,19,25,194,8,33,166,17,22,168,20,27,189,90,146,1116
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006933,무봉초등학교,2,공립,N,,2,9,165,8,31,155,5,27,135,7,16,112,5,35,132,4,10,101,31,128,800
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006935,예솔초등학교,2,공립,N,,9,11,157,16,22,165,12,18,141,11,13,130,8,25,117,8,15,115,64,104,825
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006936,청목초등학교,2,공립,N,,9,16,241,13,30,225,22,38,248,12,28,246,15,22,206,9,26,220,80,160,1386
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006937,왕배초등학교,2,공립,N,,5,18,227,12,48,245,16,24,237,8,32,202,8,29,173,9,19,160,58,170,1244
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006942,방교초등학교,2,공립,N,,43,16,169,42,15,126,42,30,151,40,21,110,41,13,92,24,11,104,232,106,752
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006945,서연초등학교,2,공립,N,,77,4,232,90,10,178,79,9,163,79,4,152,83,7,138,51,7,127,459,41,990
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006946,영천초등학교,2,공립,N,,5,10,163,14,22,165,10,12,160,10,21,151,5,12,129,5,7,131,49,84,899
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090006947,한백초등학교,2,공립,N,,18,16,198,21,62,188,22,0,191,21,0,169,19,0,201,11,0,173,112,78,1120
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090006954,도래울초등학교,2,공립,N,,4,16,246,6,15,210,4,12,194,5,15,154,5,11,161,3,4,134,27,73,1099
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090006970,한별초등학교,2,공립,N,,5,12,226,11,21,193,9,18,143,6,14,139,9,10,147,9,11,126,49,86,974
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090006971,남양주샛별초등학교,2,공립,N,,8,7,232,13,14,185,16,10,203,8,9,142,12,5,149,2,14,131,59,59,1042
경기도교육청,경기도양평교육지원청,경기도 양평군,S090006972,정배초등학교,2,공립,N,,0,0,8,1,4,12,1,1,9,1,1,8,1,2,20,0,0,17,4,8,74
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090007038,위례초등학교,2,공립,N,,11,11,275,14,15,282,21,14,239,18,11,223,14,14,217,13,18,180,91,83,1416
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090007039,미사중앙초등학교,2,공립,N,,20,5,202,43,19,197,36,13,182,31,15,168,31,8,174,15,0,174,176,60,1097
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007050,현촌초등학교,2,공립,N,,11,4,215,10,25,204,10,25,200,9,19,199,8,24,185,7,12,161,55,109,1164
경기도교육청,경기도안성교육지원청,경기도 안성시,S090007111,어울초등학교,2,공립,N,,4,6,117,7,9,116,4,3,79,8,3,60,8,2,57,2,3,45,33,26,474
경기도교육청,경기도부천교육지원청,경기도 부천시,S090007116,옥길버들초등학교,2,공립,N,,3,9,296,4,17,262,2,9,202,6,9,187,4,3,142,1,3,144,20,50,1233
경기도교육청,경기도부천교육지원청,경기도 부천시,S090007117,옥길산들초등학교,2,공립,N,,5,10,388,6,15,356,15,10,320,10,12,235,5,12,196,3,3,202,44,62,1697
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090007135,샘말초등학교,2,공립,N,,10,15,225,21,29,197,17,14,166,14,16,144,16,9,129,3,7,189,81,90,1050
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007139,송린초등학교,2,공립,N,,84,4,236,101,7,194,83,2,135,69,9,147,61,4,113,50,4,124,448,30,949
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007140,한율초등학교,2,공립,N,,41,3,241,142,181,187,130,155,140,124,110,147,108,117,131,90,111,105,635,677,951
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090007159,역동초등학교,2,공립,N,,6,7,165,19,18,134,11,20,150,15,16,101,16,4,89,9,6,79,76,71,718
경기도교육청,경기도구리남양주교육지원청,경기도 구리시,S090007160,산마루초등학교,2,공립,N,,4,12,188,7,8,157,5,9,114,4,11,110,5,12,107,2,2,110,27,54,786
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007161,평택이화초등학교,2,공립,N,,11,6,213,18,15,206,19,23,255,19,22,233,16,19,232,11,10,236,94,95,1375
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090007162,윤슬초등학교,2,공립,N,,13,7,283,26,27,244,21,15,270,20,16,221,20,8,196,15,8,195,115,81,1409
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090007163,한홀초등학교,2,공립,N,,18,10,225,57,11,208,52,14,182,41,6,181,39,8,159,32,5,167,239,54,1122
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090007164,청아초등학교,2,공립,N,,6,5,198,60,3,175,55,2,138,48,5,116,45,0,104,45,2,109,259,17,840
경기도교육청,경기도수원교육지원청,경기도 수원시 영통구,S090007194,광교호수초등학교,2,공립,N,,80,1,101,130,0,33,119,1,31,98,0,31,114,0,28,101,0,33,642,2,257
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090007197,배곧한울초등학교,2,공립,N,,9,2,200,13,11,234,9,14,170,13,7,130,6,3,163,7,4,158,57,41,1055
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090007217,다온초등학교,2,공립,N,,29,2,111,29,3,105,16,2,65,27,10,97,19,7,62,7,4,55,127,28,495
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090007226,배곧해솔초등학교,2,공립,N,,18,4,280,54,6,251,49,2,208,39,2,195,44,1,182,26,2,182,230,17,1298
경기도교육청,경기도수원교육지원청,경기도 수원시 영통구,S090007230,망포초등학교,2,공립,N,,2,0,320,179,0,188,122,0,152,100,0,131,70,0,115,64,0,115,537,0,1021
경기도교육청,경기도용인교육지원청,경기도 용인시 기흥구,S090007235,용인한얼초등학교,2,공립,N,,3,7,282,13,7,160,12,3,125,6,1,106,4,5,95,2,4,59,40,27,827
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007236,평택청아초등학교,2,공립,N,,7,8,183,15,13,157,16,8,154,5,8,111,8,2,98,5,3,80,56,42,783
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090007239,다산가람초등학교,2,공립,N,,12,4,233,17,5,160,21,6,152,22,4,142,18,6,122,12,1,127,102,26,936
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007240,용죽초등학교,2,공립,N,,34,7,321,233,6,188,220,1,182,177,0,155,177,1,146,119,3,98,960,18,1090
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007241,동탄목동초등학교,2,공립,N,,21,6,278,22,7,233,24,6,246,8,0,165,14,3,171,12,7,170,101,29,1263
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007244,다원초등학교,2,공립,N,,0,0,180,0,0,115,0,0,122,0,0,91,0,0,98,1,0,94,1,0,700
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007255,효행초등학교,2,공립,N,,40,6,242,65,11,254,41,17,209,45,12,173,34,12,165,27,12,148,252,70,1191
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007257,대양초등학교,2,공립,N,,5,7,199,7,17,179,13,13,133,7,10,107,13,8,119,6,6,92,51,61,829
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007263,치동초등학교,2,공립,N,,5,3,153,36,4,104,44,4,91,40,3,89,30,3,74,28,3,59,183,20,570
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007265,정현초등학교,2,공립,N,,58,29,265,155,73,203,177,32,215,135,56,185,140,31,196,158,20,197,823,241,1261
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007268,가내초등학교,2,공립,N,,16,9,257,18,18,229,18,16,196,19,13,188,17,12,174,16,9,203,104,77,1247
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090007275,다산한강초등학교,2,공립,N,,240,2,93,230,1,39,197,5,54,148,3,44,139,0,35,85,1,38,1039,12,303
경기도교육청,경기도군포의왕교육지원청,경기도 의왕시,S090007277,백운호수초등학교,2,공립,N,,28,1,46,34,2,28,25,0,17,34,0,20,27,0,17,27,1,16,175,4,144
경기도교육청,경기도고양교육지원청,경기도 고양시 일산동구,S090007279,한류초등학교,2,공립,N,,136,0,0,117,1,0,108,3,0,68,0,0,68,1,0,35,0,0,532,5,0
경기도교육청,경기도군포의왕교육지원청,경기도 군포시,S090007298,송안초등학교,2,공립,N,,115,0,0,78,0,0,75,0,0,53,0,0,54,0,0,44,0,0,419,0,0
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090007307,남양주다산초등학교,2,공립,N,,0,0,220,0,0,213,0,0,172,0,0,153,0,0,170,0,0,149,0,0,1077
경기도교육청,경기도화성오산교육지원청,경기도 오산시,S090007310,세마초등학교,2,공립,N,,3,6,102,89,4,80,76,4,76,61,2,59,51,3,47,40,2,40,320,21,404
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090007320,다산새봄초등학교,2,공립,N,,0,0,215,0,4,144,0,3,134,0,3,127,0,1,79,4,7,60,4,18,759
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090007321,창릉초등학교,2,공립,N,,36,4,35,46,0,12,38,0,13,32,0,3,25,0,7,13,0,5,190,4,75
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090007322,향동숲내초등학교,2,공립,N,,0,0,21,108,0,11,100,0,10,78,0,8,77,0,3,0,0,5,363,0,58
경기도교육청,경기도의정부교육지원청,경기도 의정부시,S090007323,훈민초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090007325,은빛초등학교,2,공립,N,,38,5,157,195,3,133,145,1,99,124,1,84,111,3,79,85,0,52,698,13,604
경기도교육청,경기도시흥교육지원청,경기도 시흥시,S090007326,배곧누리초등학교,2,공립,N,,24,0,93,37,0,75,37,0,70,26,0,43,24,0,47,23,0,42,171,0,370
경기도교육청,경기도광주하남교육지원청,경기도 하남시,S090007327,감일초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도광주하남교육지원청,경기도 광주시,S090007329,광주푸른초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007331,새솔초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007333,세정초등학교,2,공립,N,,134,0,0,124,1,0,121,2,0,103,0,0,101,1,0,59,1,0,642,5,0
경기도교육청,경기도화성오산교육지원청,경기도 화성시,S090007334,청림초등학교,2,공립,N,,26,1,230,150,2,120,146,2,91,72,4,102,75,2,100,0,2,52,469,13,695
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007335,평택대동초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007337,평택새빛초등학교,2,공립,N,,73,0,0,51,0,0,48,0,0,49,0,0,38,1,0,17,0,0,276,1,0
경기도교육청,경기도안산교육지원청,경기도 안산시 상록구,S090007338,안산해솔초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도용인교육지원청,경기도 용인시 처인구,S090007349,남곡초등학교남곡분교장,2,공립,N,,0,0,0,0,0,11,0,0,6,0,1,11,0,0,11,0,0,8,0,1,47
경기도교육청,경기도파주교육지원청,경기도 파주시,S090007363,산들초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090007375,향동초등학교,2,공립,N,,33,0,0,31,0,0,25,0,0,14,0,0,16,0,0,6,0,0,125,0,0
경기도교육청,경기도고양교육지원청,경기도 고양시 덕양구,S090007378,지축초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도교육청,경기도평택교육지원청,경기도 평택시,S090007398,평택서재초등학교,2,공립,N,,28,6,229,134,1,163,145,6,166,125,4,135,98,3,118,61,3,82,591,23,893
경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,S090007424,은솔초등학교,2,공립,N,,23,2,99,18,0,59,18,0,52,16,0,40,14,1,45,9,1,37,98,4,332
