시도교육청,지역교육청,지역,정보공시 학교코드,학교명,학교급코드,설립구분,제외여부,제외사유,1학년 전입학생수,1학년 전출학생수,1학년 전체학생수,2학년 전입학생수,2학년 전출학생수,2학년 전체학생수,3학년 전입학생수,3학년 전출학생수,3학년 전체학생수,4학년 전입학생수,4학년 전출학생수,4학년 전체학생수,5학년 전입학생수,5학년 전출학생수,5학년 전체학생수,6학년 전입학생수,6학년 전출학생수,6학년 전체 학생수,전입학생수(계),전출학생수(계),전체학생수(계)
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000860,인천소양초등학교,2,공립,N,,2,4,65,2,4,89,2,7,90,3,8,70,2,6,86,4,7,89,15,36,489
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000862,인천신대초등학교,2,공립,N,,5,5,129,7,7,129,8,15,137,5,7,150,2,8,162,9,6,144,36,48,851
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000863,인천신석초등학교,2,공립,N,,2,4,71,3,9,89,4,6,88,5,2,62,2,6,74,0,2,81,16,29,465
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000864,인천신촌초등학교,2,공립,N,,1,2,60,2,0,48,1,0,57,0,2,53,7,0,83,0,4,62,11,8,363
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000865,인천신현북초등학교,2,공립,N,,2,4,112,6,5,111,8,10,111,6,8,98,4,4,109,3,7,131,29,38,672
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000867,인천신현초등학교,2,공립,N,,5,5,78,5,2,88,3,4,79,1,2,67,2,1,63,1,2,105,17,16,480
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000868,인천심곡초등학교,2,공립,N,,1,2,58,2,6,63,3,7,73,2,2,60,0,10,68,3,3,65,11,30,387
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000869,인천십정초등학교,2,공립,N,,2,8,62,1,4,43,5,6,52,2,3,48,0,5,51,1,1,60,11,27,316
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000870,인천안남초등학교,2,공립,N,,2,4,95,2,3,86,4,5,99,0,3,94,9,2,109,1,7,126,18,24,609
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000871,인천안산초등학교,2,공립,N,,1,3,83,6,5,69,8,7,83,3,4,81,5,4,86,2,3,119,25,26,521
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000872,인천양지초등학교,2,공립,N,,1,3,54,0,12,74,1,10,60,1,4,55,1,5,57,4,12,77,8,46,377
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000874,인천용마초등학교,2,공립,N,,5,8,79,5,5,88,5,8,87,1,14,82,2,4,89,0,5,82,18,44,507
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000875,인천일신초등학교,2,공립,N,,1,2,81,3,2,83,0,6,71,1,3,65,1,5,60,0,3,70,6,21,430
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000876,인천작동초등학교,2,공립,N,,4,8,92,1,11,98,2,9,94,2,5,83,5,7,90,1,6,100,15,46,557
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000877,인천작전초등학교,2,공립,N,,3,8,95,6,8,104,3,4,74,2,4,94,3,5,79,4,1,118,21,30,564
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000878,인천창신초등학교,2,공립,N,,6,5,116,2,15,108,9,11,106,6,9,90,5,12,97,6,5,112,34,57,629
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040000879,인천천마초등학교,2,공립,N,,3,4,37,1,0,47,2,3,44,5,2,38,0,4,37,1,0,54,12,13,257
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000880,인천청천초등학교,2,공립,N,,7,2,67,7,2,68,6,2,55,5,4,52,5,4,77,1,5,73,31,19,392
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000881,인천하정초등학교,2,공립,N,,1,4,23,0,1,26,0,2,29,0,3,24,1,0,32,0,0,35,2,10,169
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000882,인천한길초등학교,2,공립,N,,3,5,134,5,10,129,7,17,131,2,11,132,6,11,135,2,7,156,25,61,817
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000883,인천화전초등학교,2,공립,N,,3,9,166,4,16,185,4,6,167,1,7,162,1,11,174,5,10,179,18,59,1033
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000884,인천효성남초등학교,2,공립,N,,2,7,104,3,5,104,2,5,105,2,2,108,2,15,127,1,4,136,12,38,684
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000885,인천효성동초등학교,2,공립,N,,2,3,43,2,13,51,1,13,51,1,11,49,3,5,68,0,5,66,9,50,328
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000886,인천효성서초등학교,2,공립,N,,2,2,108,3,9,104,1,7,116,1,9,90,0,4,103,5,2,118,12,33,639
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040000887,인천효성초등학교,2,공립,N,,2,2,69,2,6,77,3,6,82,2,3,53,0,1,81,2,4,100,11,22,462
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040000888,한일초등학교,2,사립,N,,2,2,46,3,10,56,2,10,47,0,2,46,0,5,37,2,2,51,9,31,283
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040001041,인천축현초등학교,2,공립,N,,3,3,65,5,5,74,6,5,61,9,3,75,3,12,62,3,2,78,29,30,415
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040001385,인천계양초등학교상야분교장,2,공립,N,,0,0,2,0,0,3,0,2,3,0,0,2,0,0,3,1,0,3,1,2,16
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001386,인천남부초등학교이작분교장,2,공립,N,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001466,인천용현남초등학교자월분교장,2,공립,N,,0,1,1,0,1,2,0,1,1,0,2,1,1,0,1,0,0,1,1,5,7
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040001467,인천용유초등학교무의분교장,2,공립,N,,0,0,1,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,0,9
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040001545,인천영종초등학교금산분교장,2,공립,N,,0,0,21,0,0,11,1,0,7,0,0,8,1,0,6,0,0,5,2,0,58
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001633,인천삼목초등학교장봉분교장,2,공립,N,,0,0,3,0,0,2,0,1,2,1,0,4,0,0,0,0,0,1,1,1,12
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040001635,인천서면초등학교,2,공립,N,,12,5,98,10,5,82,11,3,96,7,3,78,7,3,93,7,4,88,54,23,535
인천광역시교육청,인천광역시남부교육지원청,인천광역시 옹진군,S040001664,인천공항초등학교신도분교장,2,공립,N,,0,0,6,0,1,1,0,2,3,0,0,2,0,2,6,0,0,2,0,5,20
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001719,인천신월초등학교,2,공립,N,,6,8,64,6,6,70,6,9,73,2,2,70,1,9,88,3,5,110,24,39,475
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001720,인천새말초등학교,2,공립,N,,4,3,96,4,5,68,6,6,83,2,7,102,5,9,98,4,4,98,25,34,545
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001721,인천서창초등학교,2,공립,N,,7,10,213,13,21,219,16,16,219,6,14,205,5,12,242,7,9,241,54,82,1339
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040001725,인천삼목초등학교,2,공립,N,,4,4,95,14,19,139,6,8,115,10,10,146,13,13,151,16,5,185,63,59,831
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001726,인천봉화초등학교,2,공립,N,,0,0,51,3,0,59,0,0,52,0,2,56,0,3,57,0,0,58,3,5,333
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001727,인천검암초등학교,2,공립,N,,2,5,64,2,2,39,1,7,54,0,3,28,1,0,46,1,2,50,7,19,281
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001728,인천은지초등학교,2,공립,N,,1,5,130,5,5,113,4,4,112,6,10,111,5,11,86,2,4,116,23,39,668
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040001729,인천진산초등학교,2,공립,N,,1,2,51,4,5,59,5,5,71,3,6,71,2,5,81,1,2,76,16,25,409
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040001730,인천굴포초등학교,2,공립,N,,7,4,160,11,4,167,13,8,176,11,5,155,7,7,156,18,4,204,67,32,1018
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001732,인천간재울초등학교,2,공립,N,,6,7,238,7,14,221,10,16,199,10,13,215,2,19,189,6,18,186,41,87,1248
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040001733,인천후정초등학교,2,공립,N,,2,6,89,3,11,103,5,13,91,2,4,93,4,10,108,2,5,95,18,49,579
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001734,인천발산초등학교,2,공립,N,,5,9,130,9,5,146,2,10,141,9,8,119,3,8,180,5,8,181,33,48,897
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040001735,인천해서초등학교,2,공립,N,,1,7,51,3,3,45,4,8,55,1,1,57,0,1,55,2,0,68,11,20,331
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040001789,인천먼우금초등학교,2,공립,N,,13,3,127,17,12,137,16,17,155,8,9,158,12,9,181,20,12,210,86,62,968
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001791,인천경서초등학교,2,공립,N,,3,7,153,9,12,137,2,15,121,9,8,125,3,9,107,6,7,105,32,58,748
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001792,인천왕길초등학교,2,공립,N,,3,6,137,6,9,119,10,10,143,0,7,113,9,8,146,5,5,155,33,45,813
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040001793,인천귤현초등학교,2,공립,N,,5,3,155,4,16,137,6,15,164,0,9,98,5,8,131,2,9,113,22,60,798
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001795,인천원당초등학교,2,공립,N,,1,3,95,2,4,117,4,5,98,2,5,100,1,3,104,2,5,90,12,25,604
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001796,인천능내초등학교,2,공립,N,,2,3,113,10,14,148,8,10,154,3,7,118,7,12,160,5,6,163,35,52,856
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001797,인천완정초등학교,2,공립,N,,3,4,97,7,7,109,3,7,134,7,3,109,11,5,122,3,6,125,34,32,696
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040001800,인천당산초등학교,2,공립,N,,7,13,252,9,17,239,2,9,226,7,13,213,4,17,236,6,13,202,35,82,1368
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001803,인천청라초등학교,2,공립,N,,7,10,265,34,20,257,44,16,239,32,11,232,26,24,265,32,9,291,175,90,1549
인천광역시교육청,인천광역시서부교육지원청,인천광역시 계양구,S040001804,인천양촌초등학교,2,공립,N,,3,4,47,1,7,61,1,7,46,5,7,55,2,2,66,2,5,71,14,32,346
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040001815,인천영선초등학교,2,공립,N,,0,8,165,4,15,146,6,16,144,5,4,150,3,6,152,3,8,170,21,57,927
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001841,인천동방초등학교,2,공립,N,,7,13,166,13,19,167,7,20,156,4,19,141,12,13,178,4,14,184,47,98,992
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001842,인천장도초등학교,2,공립,N,,3,3,87,3,6,69,2,3,68,2,4,63,4,5,69,1,9,79,15,30,435
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040001843,인천신송초등학교,2,공립,N,,9,2,103,13,7,115,9,7,120,17,8,131,8,10,131,16,7,159,72,41,759
인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,S040001845,인천금마초등학교,2,공립,N,,2,6,73,6,5,63,7,9,69,3,7,65,1,6,52,0,9,58,19,42,380
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001858,인천은봉초등학교,2,공립,N,,6,8,86,4,4,78,5,4,78,9,3,96,6,6,53,6,2,104,36,27,495
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040001859,인천해송초등학교,2,공립,N,,6,2,126,6,6,128,9,7,132,13,7,151,12,8,163,11,4,177,57,34,877
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001870,인천정각초등학교,2,공립,N,,9,8,247,10,11,221,15,14,215,10,12,268,6,10,218,8,1,230,58,56,1399
인천광역시교육청,인천광역시남부교육지원청,인천광역시 미추홀구,S040001951,인천경원초등학교,2,공립,N,,2,17,231,4,18,276,9,13,229,8,16,224,4,12,221,5,19,222,32,95,1403
인천광역시교육청,인천광역시남부교육지원청,인천광역시 미추홀구,S040001953,인천학산초등학교,2,공립,N,,4,8,189,6,9,168,8,14,190,8,15,177,1,9,169,4,11,154,31,66,1047
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001954,인천상아초등학교,2,공립,N,,3,7,171,4,7,140,2,12,194,5,9,154,2,6,153,6,10,139,22,51,951
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001958,인천고잔초등학교,2,공립,N,,9,2,177,13,11,157,8,11,173,7,11,153,9,8,160,5,10,202,51,53,1022
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040001959,인천공촌초등학교,2,공립,N,,3,3,74,6,4,89,5,14,78,4,4,75,2,8,88,4,8,87,24,41,491
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001961,인천사리울초등학교,2,공립,N,,6,2,86,12,2,99,18,5,84,20,4,95,9,4,74,14,0,103,79,17,541
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001966,인천송천초등학교,2,공립,N,,5,3,90,2,11,91,7,15,100,3,10,107,3,10,100,2,6,97,22,55,585
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040001968,인천운남초등학교,2,공립,N,,8,2,85,20,7,85,14,5,67,17,8,80,13,3,73,8,2,88,80,27,478
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040001971,인천원동초등학교,2,공립,N,,9,5,242,13,16,239,14,15,227,12,18,256,11,12,200,11,8,235,70,74,1399
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002022,인천신정초등학교,2,공립,N,,8,3,228,30,24,240,16,13,239,15,9,230,16,10,261,8,14,302,93,73,1500
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002027,인천초은초등학교,2,공립,N,,6,9,198,13,19,173,25,24,200,21,9,152,16,17,204,19,6,203,100,84,1130
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002028,인천가원초등학교,2,공립,N,,11,9,295,18,10,258,17,8,202,10,11,175,15,3,148,8,5,144,79,46,1222
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002037,인천청일초등학교,2,공립,N,,10,10,194,20,10,204,15,15,169,9,5,160,9,7,168,6,7,170,69,54,1065
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002040,인천도담초등학교,2,공립,N,,6,10,167,12,12,156,17,15,132,8,11,128,5,8,106,5,6,94,53,62,783
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040002045,인천장서초등학교,2,공립,N,,10,88,340,10,65,303,13,49,236,5,38,196,7,32,157,4,3,122,49,275,1354
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040002048,인천장아초등학교,2,공립,N,,193,9,0,157,5,0,132,4,0,113,4,0,115,3,0,12,0,0,722,25,0
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002053,인천연송초등학교,2,공립,N,,11,5,159,10,6,148,14,10,127,17,5,161,15,4,112,11,5,110,78,35,817
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002056,인천예송초등학교,2,공립,N,,25,3,132,34,11,114,21,13,78,24,5,73,22,13,83,15,7,73,141,52,553
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002058,인천송일초등학교,2,공립,N,,7,4,189,30,10,168,25,6,173,23,6,181,36,5,149,20,6,168,141,37,1028
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002063,인천첨단초등학교,2,공립,N,,0,4,346,28,0,291,21,0,280,26,0,239,16,0,237,17,0,211,108,4,1604
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002064,인천송명초등학교,2,공립,N,,9,5,263,13,9,264,16,24,226,15,9,198,8,11,206,12,12,197,73,70,1354
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002065,인천송원초등학교,2,공립,N,,9,7,208,13,16,164,17,13,169,23,6,159,18,8,183,24,3,195,104,53,1078
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002067,인천청람초등학교,2,공립,N,,13,10,266,24,15,274,26,9,224,15,12,198,23,6,175,19,8,190,120,60,1327
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002068,인천경명초등학교,2,공립,N,,13,9,248,44,12,249,44,10,253,34,4,233,32,7,238,37,6,233,204,48,1454
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002070,인천해원초등학교,2,공립,N,,16,9,331,20,15,307,27,20,324,28,12,281,25,18,303,16,9,282,132,83,1828
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002071,인천미송초등학교,2,공립,N,,42,3,144,123,2,81,111,1,77,93,1,53,102,1,66,80,0,43,551,8,464
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040002081,인천하늘초등학교,2,공립,N,,26,3,141,24,169,128,39,162,109,37,111,97,25,135,119,22,59,162,173,639,756
인천광역시교육청,인천광역시남부교육지원청,인천광역시 미추홀구,S040002154,인천용학초등학교,2,공립,N,,3,10,234,11,11,226,9,9,203,7,11,162,8,6,154,7,11,131,45,58,1110
인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,S040002175,인천명선초등학교,2,공립,N,,10,1,159,12,6,157,18,17,158,27,4,192,20,12,195,25,8,223,112,48,1084
인천광역시교육청,인천광역시동부교육지원청,인천광역시 남동구,S040002176,인천한빛초등학교,2,공립,N,,9,100,318,21,103,304,17,90,268,12,78,252,15,83,252,9,13,236,83,467,1630
인천광역시교육청,인천광역시남부교육지원청,인천광역시 중구,S040002283,인천중산초등학교,2,공립,N,,44,3,259,265,6,221,261,1,224,193,2,157,216,3,191,140,3,118,1119,18,1170
인천광역시교육청,인천광역시서부교육지원청,인천광역시 서구,S040002289,인천경연초등학교,2,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주광역시교육청,교육부,광주광역시 북구,S000003503,광주교육대학교광주부설초등학교,2,국립,N,,6,0,96,4,3,102,3,1,98,1,2,103,3,2,96,0,0,98,17,8,593
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000210,각화초등학교,2,공립,N,,1,2,88,1,0,72,3,0,65,0,2,58,0,0,53,2,8,59,7,12,395
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000212,광주계림초등학교,2,공립,N,,4,3,105,15,6,114,7,3,88,5,5,84,7,6,87,3,14,94,41,37,572
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000213,광주남초등학교,2,공립,N,,2,3,111,1,12,90,9,9,96,1,13,89,5,8,88,5,12,106,23,57,580
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000214,광주동산초등학교,2,공립,N,,1,4,61,4,10,69,4,6,71,5,6,56,4,3,61,14,2,74,32,31,392
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000215,광주동운초등학교,2,공립,N,,2,3,40,5,6,44,9,2,46,8,6,50,5,6,65,8,4,63,37,27,308
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000216,광주동초등학교,2,공립,N,,1,1,15,0,0,5,2,4,12,0,1,15,0,2,15,0,1,22,3,9,84
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000218,광주동초등학교충효분교장,2,공립,N,,1,0,2,0,0,2,0,0,9,0,0,12,0,0,4,0,0,12,1,0,41
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000219,광주문화초등학교,2,공립,N,,2,0,128,4,8,114,4,6,128,4,13,110,1,7,114,4,5,127,19,39,721
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000221,광주산수초등학교,2,공립,N,,6,3,36,8,6,27,9,8,29,11,4,26,4,3,23,9,4,28,47,28,169
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000222,광주서림초등학교,2,공립,N,,2,6,50,1,6,45,11,6,65,7,8,47,4,3,50,1,14,41,26,43,298
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000223,광주서산초등학교,2,공립,N,,1,5,61,6,5,50,5,8,66,5,2,37,2,2,50,3,8,72,22,30,336
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000224,광주서석초등학교,2,공립,N,,1,0,14,1,0,13,5,1,24,1,0,18,1,0,40,4,0,33,13,1,142
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000225,광주수창초등학교,2,공립,N,,0,1,5,3,2,8,5,3,10,7,4,11,2,3,21,1,3,18,18,16,73
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000226,광주양산초등학교,2,공립,N,,3,8,105,6,15,97,6,4,94,6,8,101,3,13,94,3,16,113,27,64,604
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000227,광주용봉초등학교,2,공립,N,,0,0,32,0,0,32,0,0,25,0,0,36,0,0,32,0,2,40,0,2,197
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000228,광주용산초등학교,2,공립,N,,13,0,14,7,0,15,11,0,11,6,0,13,9,0,10,1,3,15,47,3,78
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000229,광주우산초등학교,2,공립,N,,3,4,28,3,3,31,2,3,37,1,1,38,5,1,40,0,0,50,14,12,224
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000230,광주운암초등학교,2,공립,N,,22,2,123,51,5,130,40,2,98,49,5,115,53,7,109,6,6,129,221,27,704
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000231,광주장원초등학교,2,공립,N,,0,0,36,2,0,34,3,0,28,3,1,25,2,1,37,2,0,32,12,2,192
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000233,광주중앙초등학교,2,공립,N,,0,1,9,0,0,5,0,0,6,0,4,5,0,0,7,0,0,13,0,5,45
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000234,광주중흥초등학교,2,공립,N,,0,1,20,0,0,18,1,2,19,1,0,20,1,2,19,1,2,14,4,7,110
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000235,광주지산초등학교,2,공립,N,,2,0,15,1,0,18,5,2,16,5,1,17,12,1,14,0,0,30,25,4,110
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000239,광주풍향초등학교,2,공립,N,,1,1,61,2,6,73,5,5,63,6,5,62,5,2,62,9,3,66,28,22,387
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000240,광주학운초등학교,2,공립,N,,4,3,91,1,8,87,2,2,75,3,5,82,8,5,78,7,4,105,25,27,518
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000241,광주효동초등학교,2,공립,N,,4,4,51,3,4,55,2,4,55,0,4,41,4,1,46,12,1,49,25,18,297
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000242,대자초등학교,2,공립,N,,3,9,176,13,5,141,6,8,165,12,6,141,17,3,124,13,2,151,64,33,898
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000243,동림초등학교,2,공립,N,,14,3,136,10,5,135,16,8,122,17,9,149,14,8,129,2,7,135,73,40,806
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000244,두암초등학교,2,공립,N,,0,1,76,1,3,77,2,2,77,2,11,80,2,7,90,2,7,75,9,31,475
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000245,매곡초등학교,2,공립,N,,3,3,53,5,2,69,5,4,75,4,4,87,2,5,77,4,19,90,23,37,451
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000246,무등초등학교,2,공립,N,,3,5,78,5,7,72,4,15,74,7,5,57,4,4,66,4,6,70,27,42,417
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000247,문산초등학교,2,공립,N,,3,2,103,3,5,106,4,6,115,1,2,108,4,5,119,5,7,132,20,27,683
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000248,문정초등학교,2,공립,N,,0,0,52,0,0,56,0,0,41,0,0,55,0,0,48,5,0,55,5,0,307
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000249,문흥중앙초등학교,2,공립,N,,2,1,86,6,7,93,3,3,94,1,8,83,3,3,84,5,7,102,20,29,542
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000250,문흥초등학교,2,공립,N,,4,5,51,2,8,55,4,3,50,2,5,50,2,1,54,1,2,39,15,24,299
광주광역시교육청,광주광역시서부교육지원청,광주광역시 서구,S050000252,살레시오초등학교,2,사립,N,,0,0,84,2,0,84,1,0,96,0,2,92,0,4,89,0,1,90,3,7,535
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000253,삼각초등학교,2,공립,N,,5,8,146,4,11,125,7,4,153,9,5,115,6,4,125,10,3,174,41,35,838
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000254,삼정초등학교,2,공립,N,,0,1,6,1,2,8,2,4,15,1,3,11,1,0,12,0,1,16,5,11,68
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000255,서일초등학교,2,공립,N,,2,0,76,11,3,79,8,5,71,11,2,68,7,1,104,15,1,87,54,12,485
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000256,오정초등학교,2,공립,N,,2,6,45,2,0,56,0,5,41,3,3,55,1,2,46,4,2,66,12,18,309
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000257,오치초등학교,2,공립,N,,2,2,23,0,6,41,3,6,26,2,4,39,0,2,40,3,5,54,10,25,223
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000258,용두초등학교,2,공립,N,,3,5,157,10,5,147,9,11,133,4,3,116,1,7,136,10,3,137,37,34,826
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000260,용주초등학교,2,공립,N,,0,1,73,1,1,70,2,5,74,3,3,75,0,3,69,5,4,88,11,17,449
광주광역시교육청,광주광역시동부교육지원청,광주광역시 동구,S050000262,율곡초등학교,2,공립,N,,0,1,58,5,3,62,0,7,72,4,4,55,0,5,61,2,2,54,11,22,362
광주광역시교육청,광주광역시동부교육지원청,광주광역시 북구,S050000263,일곡초등학교,2,공립,N,,3,5,117,10,4,109,9,12,103,4,6,134,5,3,107,6,2,153,37,32,723
