school_name,student_1,student_2,student_3,student_4,student_5,student_6,teacher
전주송천초등학교,112,100,98,113,123,111,37
전주신동초등학교,106,76,85,105,116,97,31
전주신성초등학교,62,59,73,75,80,75,23
전주아중초등학교,47,32,38,39,44,43,14
전주양지초등학교,42,56,42,69,59,49,18
전주완산서초등학교,36,31,44,41,43,39,15
전주완산초등학교,11,9,16,13,12,11,7
전주용덕초등학교,18,17,19,20,8,18,7
전주용흥초등학교,119,113,115,115,113,118,36
전주우전초등학교,116,141,140,131,174,151,45
전주원동초등학교,13,17,14,12,20,10,8
전주인봉초등학교,130,135,123,166,175,191,46
전주인후초등학교,138,126,143,170,166,180,45
전주장동초등학교,17,16,11,29,25,18,8
전주전라초등학교,82,102,96,125,106,103,31
전주전일초등학교,26,30,46,48,47,52,13
전주조촌초등학교,122,118,137,135,123,129,40
전주중산초등학교,72,69,80,95,91,112,27
전주중앙초등학교,20,15,13,14,15,18,7
전주중인초등학교,21,23,18,18,13,13,7
전주지곡초등학교,157,157,166,181,183,195,48
전주진북초등학교,32,32,21,38,28,44,16
전주초등학교,39,40,38,31,29,35,18
전주초포초등학교,43,41,32,41,32,31,15
전주팔복초등학교,7,9,6,15,16,11,8
전주평화초등학교,39,32,32,58,58,53,14
전주풍남초등학교,23,25,25,45,29,26,12
전주한들초등학교,132,104,139,166,162,178,40
전주화산초등학교,129,122,103,120,131,133,42
전주효림초등학교,62,49,67,73,76,66,20
전주효문초등학교,42,46,25,53,37,49,14
전주효자초등학교,20,23,27,22,29,33,11
감곡초등학교,4,3,5,7,4,4,7
고부초등학교,6,3,5,6,8,6,8
교암초등학교,8,8,10,10,11,8,8
내장초등학교,12,15,18,12,11,17,8
능교초등학교,5,1,4,6,5,4,7
대흥초등학교,13,8,13,9,12,10,8
덕천초등학교,4,9,9,12,8,10,8
도학초등학교,2,2,0,2,2,5,6
동신초등학교,120,119,97,124,122,125,36
백암초등학교,0,5,6,6,5,4,7
보성초등학교,4,7,6,12,10,13,8
북면초등학교,9,18,10,15,13,14,8
산외초등학교,4,8,3,5,2,11,8
서신초등학교,7,6,6,13,6,8,9
소성초등학교,4,5,4,3,4,11,7
수곡초등학교,9,6,5,5,6,9,8
신태인초등학교,28,21,22,34,28,30,13
영산초등학교,3,10,6,4,7,3,8
영원초등학교,1,4,7,5,7,2,7
옹동초등학교,1,6,2,7,3,3,7
이평초등학교,3,4,5,5,3,4,8
입암초등학교,6,4,2,3,8,7,8
정남초등학교,4,4,4,4,3,6,7
정우초등학교,9,9,10,13,15,8,8
정읍남초등학교,30,33,33,58,58,45,19
정읍동초등학교,19,31,34,31,33,35,15
정읍북초등학교,57,73,64,85,81,71,28
정읍서초등학교,70,63,66,62,66,61,22
정읍수성초등학교,46,41,36,47,52,52,15
정일초등학교,7,9,10,6,0,9,7
칠보초등학교,4,5,9,3,9,12,8
태인초등학교,8,7,8,11,11,9,8
동향초등학교,3,1,9,1,11,8,8
마령초등학교,3,5,6,3,3,7,7
백운초등학교,3,7,7,7,9,6,8
부귀초등학교,3,4,8,8,9,9,7
송풍초등학교,0,1,2,2,2,2,7
안천초등학교,4,2,4,3,8,7,7
오천초등학교,2,3,3,6,2,4,7
외궁초등학교,2,4,5,4,5,6,8
장승초등학교,10,12,8,20,12,18,8
조림초등학교,2,4,1,6,8,8,7
주천초등학교,2,4,1,3,4,6,9
진안중앙초등학교,21,26,25,37,38,32,12
진안초등학교,34,35,38,38,29,47,16
익산궁동초등학교,97,98,105,133,109,103,32
정읍초등학교,32,46,37,40,60,51,16
전주여울초등학교,87,105,101,108,122,121,33
전주용소초등학교,77,82,63,90,97,95,24
전주대정초등학교,150,117,142,155,132,122,40
전주용와초등학교,56,75,56,71,74,75,23
군산미성초등학교,16,17,18,16,24,34,9
군산진포초등학교,100,111,115,140,123,147,38
익산옥야초등학교,30,31,39,37,36,36,15
전주만수초등학교,109,99,115,99,108,117,34
전주오송초등학교,159,182,169,224,220,252,57
익산한벌초등학교,95,86,91,94,96,98,28
한솔초등학교,123,118,123,141,163,131,44
전주문학초등학교,107,105,122,118,124,163,38
전주우림초등학교,69,68,64,69,78,87,23
군산미장초등학교,133,177,177,212,232,237,54
군산푸른솔초등학교,99,98,122,122,120,134,34
아리울초등학교,118,112,132,135,144,153,41
새만금초등학교,5,11,6,19,10,14,9
전주온빛초등학교,228,239,285,313,293,325,74
전주홍산초등학교,60,54,52,65,64,48,19
전주양현초등학교,251,250,215,211,190,158,60
익산가온초등학교,160,126,152,184,160,190,47
전주새연초등학교,102,121,102,130,122,108,33
전주하가초등학교,154,163,146,163,112,116,45
전주효천초등학교,259,245,229,202,199,182,56
전주화정초등학교,299,268,257,293,277,283,72
전주자연초등학교,339,278,279,242,203,209,71
군산금빛초등학교,218,184,133,158,108,94,43
광주교육대학교목포부설초등학교,72,72,72,71,69,69,22
강진동초등학교,4,7,10,12,13,6,9
강진중앙초등학교,104,115,103,107,133,126,41
계산초등학교,11,7,12,8,10,10,8
군동초등학교,4,5,9,7,5,5,8
대구초등학교,3,3,4,7,5,3,9
도암초등학교,1,6,5,6,5,12,8
마량초등학교,4,5,10,6,7,5,9
병영초등학교,4,3,5,8,3,5,7
성전초등학교,4,7,6,4,9,6,7
신전초등학교,7,4,9,7,5,11,8
옴천초등학교,2,2,0,4,5,7,8
작천초등학교,4,3,2,3,5,3,9
칠량초등학교,6,5,6,8,6,10,8
고흥동초등학교,97,87,119,146,116,127,38
과역초등학교,9,6,7,13,7,10,8
금산초등학교,10,14,11,7,12,17,8
남양초등학교,2,3,3,3,3,6,7
녹동초등학교,43,54,48,58,61,70,20
대서초등학교,4,2,4,2,4,4,7
도덕초등학교,6,7,5,6,6,6,9
도화초등학교,10,8,4,6,13,7,8
동강초등학교,12,6,12,12,16,18,8
두원초등학교,2,7,8,7,3,10,7
백양초등학교,3,2,4,1,4,3,8
봉래초등학교,3,6,3,10,5,4,8
영남초등학교,2,4,3,8,1,4,8
점암초등학교,2,6,3,6,5,7,7
포두초등학교,4,12,11,16,9,10,9
풍남초등학교,3,4,6,4,5,6,7
풍양초등학교,2,6,7,4,8,4,7
고달초등학교,8,4,3,12,14,7,9
곡성중앙초등학교,55,49,61,59,70,65,25
삼기초등학교,6,7,2,7,5,6,9
석곡초등학교,10,6,12,16,7,9,8
오산초등학교,4,2,5,6,5,5,8
옥과초등학교,31,23,26,26,46,41,17
입면초등학교,7,9,4,11,7,16,9
죽곡초등학교,5,10,5,6,1,8,8
골약초등학교,10,13,4,14,11,15,7
광양가야초등학교,42,49,54,78,71,74,21
광양마로초등학교,107,115,118,128,114,97,33
광양덕례초등학교,78,87,75,81,85,68,28
광양동초등학교,7,10,10,11,11,12,8
광양마동초등학교,147,133,134,164,166,184,44
광양북초등학교,15,13,15,17,19,12,8
광양서초등학교,25,30,25,23,43,37,15
광양제철남초등학교,71,61,71,76,88,90,21
광양제철초등학교,48,40,44,55,39,58,15
광양중동초등학교,75,50,83,72,65,85,28
광양중마초등학교,87,82,84,91,99,100,33
광양중앙초등학교,63,86,87,96,99,106,31
광양중진초등학교,96,93,117,143,133,169,42
광영초등학교,41,44,35,56,41,42,18
다압초등학교,4,1,4,5,3,6,8
봉강초등학교,10,10,9,10,12,10,9
성황초등학교,95,65,59,56,31,46,20
세풍초등학교,13,13,15,7,10,17,6
옥곡초등학교,12,9,12,7,12,6,8
옥룡북초등학교,5,13,11,10,8,16,7
옥룡초등학교,14,17,9,18,14,11,8
진상초등학교,5,5,8,5,13,3,8
진월초등학교,8,9,8,11,11,10,7
태인초등학교,3,5,8,8,6,13,7
간문초등학교,4,6,3,7,4,7,6
광의초등학교,4,4,7,7,10,6,8
구례북초등학교,51,46,61,61,77,51,23
구례중앙초등학교,16,18,34,27,27,38,13
문척초등학교,4,7,7,3,10,4,7
용방초등학교,9,6,13,14,5,8,8
원촌초등학교,5,4,5,5,5,10,8
중동초등학교,4,2,9,5,7,5,8
청천초등학교,12,11,13,7,10,14,8
토지초등학교,3,4,4,7,9,11,7
공산초등학교,3,9,12,8,8,11,7
금천초등학교,10,12,11,18,13,14,9
나주북초등학교,18,15,3,19,7,12,8
나주중앙초등학교,81,66,78,85,101,79,27
나주초등학교,66,83,71,88,85,80,29
남평초등학교,100,98,97,110,85,85,30
노안남초등학교,12,11,15,12,18,11,10
노안초등학교,3,8,4,12,8,10,7
다도초등학교,3,11,11,8,8,4,8
다시초등학교,6,8,8,12,9,10,8
동강초등학교,6,5,5,9,6,4,10
문평초등학교,3,3,0,4,4,2,6
반남초등학교,3,6,0,0,2,2,4
봉황초등학교,7,7,11,10,8,10,8
산포초등학교,19,18,8,11,12,16,8
세지초등학교,3,7,8,10,15,6,8
양산초등학교,10,8,3,17,6,10,8
영강초등학교,9,15,20,19,10,16,9
영산포초등학교,19,28,32,31,36,22,14
왕곡초등학교,5,8,4,4,8,5,7
고서초등학교,14,10,13,9,14,11,7
금성초등학교,7,3,5,13,6,9,8
남면초등학교,2,9,4,6,9,8,8
담양남초등학교,50,80,66,67,55,67,24
담양동초등학교,40,42,40,47,48,40,17
담주초등학교,6,6,8,6,11,3,8
만덕초등학교,6,2,4,4,11,4,7
무정초등학교,8,6,3,6,7,18,8
봉산초등학교,5,14,8,12,5,6,8
수북초등학교,22,20,30,33,22,28,14
용면초등학교,4,4,2,6,4,8,7
월산초등학교,5,7,4,5,8,14,9
창평초등학교,11,13,10,16,13,11,7
한재초등학교,21,18,26,23,19,22,9
목포남초등학교,10,7,15,15,13,16,7
목포대성초등학교,83,64,65,77,74,57,23
목포대연초등학교,30,22,29,35,36,35,15
목포동초등학교,57,60,60,73,80,72,23
목포부영초등학교,23,34,41,50,41,67,15
목포북교초등학교,8,20,18,20,21,19,9
목포산정초등학교,16,24,19,20,29,18,14
목포삼학초등학교,56,46,63,78,63,70,23
목포상동초등학교,13,16,15,21,14,22,9
목포서부초등학교,82,90,123,141,131,146,40
목포서산초등학교,0,3,2,2,2,5,8
목포신흥초등학교,88,100,90,112,110,116,30
목포연동초등학교,10,19,24,19,30,27,10
목포연산초등학교,71,77,89,95,89,110,28
목포용호초등학교,34,33,40,31,44,37,16
목포유달초등학교,10,8,14,13,14,19,7
목포이로초등학교,101,103,108,143,109,133,45
목포임성초등학교,9,16,9,15,10,15,10
목포중앙초등학교,12,12,8,10,13,16,7
목포청호초등학교,52,53,45,77,79,77,22
목포하당초등학교,23,28,34,33,35,40,14
목포한빛초등학교,61,61,52,56,77,52,20
망운초등학교,4,6,4,3,5,8,8
몽탄초등학교,7,6,2,7,6,5,9
무안초등학교,74,80,74,93,84,94,34
삼향동초등학교,20,14,17,15,15,16,11
삼향북초등학교,5,2,7,7,2,12,8
삼향초등학교,39,47,50,47,48,37,17
운남초등학교,4,7,9,14,13,12,8
일로동초등학교,6,4,7,4,9,2,8
일로초등학교,26,33,19,36,38,30,14
청계남초등학교,8,10,7,5,3,7,7
청계북초등학교,6,5,7,3,8,7,7
청계초등학교,11,17,11,26,25,25,9
해제남초등학교,0,4,2,5,3,5,7
해제초등학교,6,11,11,11,6,10,7
현경북초등학교,1,3,4,4,5,5,7
현경초등학교,9,11,12,15,10,12,8
겸백초등학교,0,0,4,3,4,3,5
낙성초등학교,5,2,2,5,7,5,8
노동초등학교,3,4,5,3,2,2,9
득량남초등학교,0,3,4,4,4,4,6
문덕초등학교,0,0,5,0,4,3,4
미력초등학교,3,7,5,6,6,8,9
벌교중앙초등학교,5,7,9,8,15,11,8
벌교초등학교,45,36,44,55,62,59,18
보성남초등학교,25,25,29,34,42,37,17
보성초등학교,49,41,37,46,53,40,16
복내초등학교,9,8,6,6,8,7,7
예당초등학교,5,5,6,7,7,6,8
율어초등학교,2,4,3,5,5,3,8
조성남초등학교,3,3,3,3,7,7,7
조성초등학교,3,3,2,9,6,5,7
회천서초등학교,0,0,0,2,2,2,5
회천초등학교,2,5,7,6,7,6,7
낙안초등학교,7,14,12,9,14,17,8
동명초등학교,50,50,61,70,81,70,24
동산초등학교,82,90,104,94,109,93,35
별량초등학교,7,7,7,15,11,16,8
상사초등학교,14,5,9,1,11,11,9
송광초등학교,0,0,3,3,6,2,5
순천대석초등학교,81,77,84,95,111,104,30
순천남산초등학교,206,180,206,179,202,190,54
순천남초등학교,25,29,34,36,39,44,15
순천도사초등학교,41,34,20,32,28,32,14
순천봉화초등학교,55,36,44,50,42,52,15
순천부영초등학교,71,83,92,110,105,91,29
순천북초등학교,57,42,43,69,60,62,20
순천비봉초등학교,50,49,72,76,89,71,23
순천삼산초등학교,45,39,24,34,35,33,15
순천성남초등학교,20,28,22,36,34,29,15
순천성동초등학교,38,32,29,38,54,35,15
순천신흥초등학교,64,52,66,69,82,72,25
순천연향초등학교,32,52,47,61,57,57,22
순천왕조초등학교,27,19,40,34,36,59,15
순천왕지초등학교,137,119,131,160,122,130,36
순천용당초등학교,174,149,152,148,139,148,44
순천율산초등학교,109,108,99,112,130,133,36
순천이수초등학교,57,63,53,73,60,56,23
순천인안초등학교,18,17,20,17,18,16,8
순천조례초등학교,101,90,98,103,89,88,31
순천중앙초등학교,40,28,33,47,51,63,16
승주초등학교,5,2,4,5,5,8,7
외서초등학교,4,6,9,5,6,4,8
월등초등학교,3,5,10,6,6,3,7
주암초등학교,6,2,4,3,4,5,7
창촌초등학교,2,3,0,3,3,2,7
팔마초등학교,68,67,71,92,93,94,27
해룡초등학교,17,10,14,15,12,16,9
황전초등학교,5,6,6,6,7,6,8
가거도초등학교,0,3,2,0,0,3,3
도초초등학교,14,9,11,11,14,13,9
비금동초등학교,3,0,3,5,4,2,7
비금초등학교,12,8,10,7,12,14,8
신의초등학교,7,3,9,10,11,5,7
안좌초등학교,10,10,7,13,7,10,8
암태초등학교,9,11,5,6,8,7,7
압해동초등학교,4,4,6,9,9,11,8
압해서초등학교,0,5,6,2,10,7,7
압해초등학교,8,11,8,12,12,7,10
임자남초등학교,5,5,4,4,8,3,8
임자초등학교,10,14,12,14,20,10,9
자은초등학교,7,7,7,11,5,11,7
장산초등학교,4,5,3,7,8,6,8
증도초등학교,6,7,7,6,6,3,7
지도초등학교,12,15,13,18,21,14,8
팔금초등학교,1,4,0,5,0,3,3
하의초등학교,3,5,8,4,12,7,7
흑산초등학교,3,3,5,7,6,4,8
거문초등학교,9,3,5,5,9,9,7
경호초등학교,6,10,3,7,5,5,9
관기초등학교,50,37,28,32,24,22,14
나진초등학교,7,7,4,10,11,7,8
도원초등학교,169,183,160,184,184,173,53
돌산초등학교,6,7,3,2,7,7,8
상암초등학교묘도분교장,2,3,0,3,4,3,6
무선초등학교,53,34,51,58,69,70,24
백초초등학교,6,5,9,8,1,6,7
봉덕초등학교,4,4,3,4,3,4,8
상암초등학교,6,13,10,6,11,13,8
소라초등학교,16,12,8,14,9,11,10
소호초등학교,60,39,51,69,55,69,18
시전초등학교,32,32,40,44,47,49,17
쌍봉초등학교,39,43,43,50,61,61,19
안일초등학교,0,2,2,3,3,2,6
여도초등학교,116,115,108,97,113,105,27
여수구봉초등학교,25,25,34,28,34,32,14
여수남산초등학교,4,8,7,12,3,3,7
여수남초등학교,29,30,25,29,33,28,17
여수동초등학교,27,29,37,39,46,39,17
여수문수초등학교,61,60,53,42,46,21,19
여수미평초등학교,39,52,46,66,83,70,18
여수봉산초등학교,4,6,4,5,7,12,7
여수부영초등학교,84,77,83,101,122,105,31
여수북초등학교,7,2,7,8,12,6,9
여수서초등학교,18,26,20,27,31,33,12
여수신월초등학교,77,66,105,83,80,84,26
여수양지초등학교,69,61,63,45,87,72,24
여수여문초등학교,56,79,67,71,77,72,23
여수종고초등학교,89,92,79,85,93,66,30
여수좌수영초등학교,55,52,69,67,64,64,24
여수중앙초등학교,20,16,25,22,32,20,10
여수진남초등학교,12,11,16,8,27,8,10
여수한려초등학교,79,81,75,105,93,121,30
여천초등학교,89,74,86,83,105,90,29
여남초등학교연도분교장,0,0,0,0,1,0,1
화양초등학교,5,3,7,7,6,4,8
화정초등학교,0,4,0,4,3,9,5
군남초등학교,5,2,4,11,8,9,8
군서초등학교,7,5,2,6,9,6,8
염산초등학교낙월분교장,0,0,0,4,0,0,1
대마초등학교,6,6,5,3,5,7,10
백수서초등학교,0,2,2,3,2,6,6
백수초등학교,15,7,8,10,12,7,8
법성포초등학교,12,18,20,9,21,19,7
불갑초등학교,7,6,4,11,6,7,7
염산초등학교,5,9,12,9,12,8,8
영광중앙초등학교,72,69,87,71,83,72,27
영광초등학교,98,108,105,162,148,149,45
홍농서초등학교,6,5,2,5,2,6,7
홍농초등학교,35,36,37,51,37,55,17
구림초등학교,7,3,7,9,14,13,8
금정초등학교,1,5,3,4,5,4,7
대불초등학교,81,72,97,82,91,80,29
덕진초등학교,9,6,8,8,4,8,8
도포초등학교,4,4,9,8,8,8,8
독천초등학교,9,5,14,15,16,13,8
미암초등학교,0,0,3,5,1,3,6
삼호서초등학교,39,36,47,59,60,64,22
삼호중앙초등학교,75,68,102,73,80,99,28
서창초등학교,7,8,9,7,12,12,8
시종초등학교,7,9,6,3,7,6,7
신북초등학교,9,9,7,6,19,11,7
영암초등학교,59,67,63,82,79,82,24
용당초등학교,11,5,7,11,6,5,8
장천초등학교,8,7,5,5,5,5,8
학산초등학교,6,3,3,11,4,9,8
고금초등학교,15,19,27,20,27,23,12
군외초등학교,2,4,3,4,6,4,8
금당초등학교,5,7,2,5,4,1,9
금일동초등학교,7,7,8,4,4,9,7
금일초등학교,16,12,12,9,10,15,8
넙도초등학교,0,3,2,5,2,5,6
노화북초등학교,12,9,10,11,14,13,8
노화중앙초등학교,4,7,6,12,10,17,7
노화초등학교,14,19,13,25,17,20,8
보길동초등학교,6,18,7,15,10,10,8
보길초등학교,11,17,13,22,13,11,9
생영초등학교,6,5,3,5,1,4,8
소안초등학교,12,21,14,14,16,16,7
신지동초등학교,3,5,1,4,0,3,6
신지초등학교,7,3,9,7,5,8,7
약산초등학교,16,7,8,10,12,11,7
완도중앙초등학교,108,120,107,134,107,129,36
완도초등학교,25,35,39,37,38,34,18
청산초등학교,4,5,5,4,7,10,7
청해초등학교,4,15,12,8,11,15,9
화흥초등학교,3,10,2,7,9,3,8
동화초등학교,4,3,4,3,7,5,8
북이초등학교,7,9,7,2,10,7,8
북일초등학교,2,3,3,6,5,4,8
분향초등학교,12,10,16,8,14,17,8
사창초등학교,54,54,65,52,73,63,26
삼서초등학교,16,10,10,14,11,13,8
서삼초등학교,5,7,9,8,7,5,8
약수초등학교,9,5,6,6,3,12,7
월평초등학교,31,28,15,29,35,20,14
장성성산초등학교,8,16,9,13,13,14,10
장성중앙초등학교,79,90,78,103,93,93,30
진원동초등학교,5,14,11,9,13,10,8
진원초등학교,30,43,39,42,42,28,15
관산남초등학교,5,6,0,5,5,3,8
관산초등학교,6,10,9,10,13,13,9
대덕초등학교,12,15,11,19,18,16,8
명덕초등학교,5,2,6,2,7,6,8
부산초등학교,2,3,3,7,3,3,8
안양초등학교,3,5,5,8,10,12,8
용산초등학교,6,4,8,4,12,10,7
유치초등학교,4,4,2,6,2,4,7
장동초등학교,4,5,3,3,3,4,7
장평초등학교,3,4,8,7,2,7,8
장흥남초등학교,6,6,2,18,6,6,8
장흥서초등학교,18,13,18,17,16,10,7
장흥초등학교,102,125,141,125,122,122,43
회진초등학교,6,9,8,8,8,7,7
고성초등학교,5,8,12,12,11,8,9
군내북초등학교,2,6,6,5,2,3,8
금성초등학교,3,5,3,5,5,3,7
석교초등학교,9,9,7,11,11,11,8
오산초등학교,10,17,13,12,16,20,7
의신초등학교,8,3,6,8,6,8,8
조도초등학교,4,8,8,6,6,7,9
지산초등학교,5,8,12,13,11,8,7
진도서초등학교,5,5,6,5,10,3,8
진도초등학교,83,88,91,117,103,106,35
기산초등학교,4,0,2,5,7,10,7
나산초등학교,5,8,13,9,8,12,8
손불서초등학교,2,7,7,7,3,6,8
손불초등학교,3,4,8,11,9,12,7
신광초등학교,1,4,3,5,2,5,8
엄다초등학교,3,6,4,3,4,5,7
월야초등학교,8,14,11,17,17,20,7
학다리중앙초등학교,8,8,12,17,17,18,10
함평초등학교,39,57,66,57,74,66,25
해보초등학교,7,10,9,17,10,8,8
대동향교초등학교,11,2,12,10,11,15,9
계곡초등학교,3,6,2,4,5,6,8
마산초등학교,2,4,4,4,7,9,8
북일초등학교,15,7,4,13,4,12,7
북평초등학교,7,7,11,12,8,12,7
산이서초등학교,3,5,5,14,7,18,8
산이초등학교,3,3,6,5,9,6,8
삼산초등학교,6,10,7,10,8,13,7
송지초등학교,18,23,16,22,20,24,9
송호초등학교,1,4,1,5,6,1,8
어란진초등학교,7,7,3,4,4,6,7
옥천초등학교,10,0,7,13,7,8,10
우수영초등학교,11,13,16,24,21,13,8
해남동초등학교,174,186,174,205,178,201,58
해남서초등학교,67,51,74,77,93,88,27
현산남초등학교,0,0,0,1,2,4,5
현산초등학교,2,4,6,5,3,8,8
화산초등학교,4,5,4,10,2,3,9
화원초등학교,4,10,12,5,20,10,9
황산초등학교,4,13,10,26,17,8,9
능주초등학교,8,11,16,14,16,16,7
도곡중앙초등학교,7,5,6,10,4,8,8
도곡초등학교,8,12,8,12,17,12,7
동면초등학교,15,11,9,10,4,12,10
동복초등학교,5,3,3,3,4,3,7
사평초등학교,6,7,5,10,7,9,8
아산초등학교,5,4,3,4,8,3,8
화순초등학교이서분교장,0,4,3,3,6,5,7
이양초등학교,0,3,2,6,0,4,5
천태초등학교,3,8,6,8,10,12,7
청풍초등학교,2,4,6,4,5,2,8
춘양초등학교,12,7,10,9,3,11,8
한천초등학교,9,4,7,4,4,8,7
화순만연초등학교,53,58,76,91,94,95,27
화순오성초등학교,56,40,31,55,42,19,19
화순제일초등학교,53,48,48,76,87,77,23
화순초등학교,125,129,145,134,156,158,45
의신초등학교접도분교장,0,0,2,0,4,1,4
의신초등학교모도분교장,0,0,3,0,0,2,2
일로초등학교청망분교장,0,3,0,3,0,1,4
송산초등학교,14,14,18,18,19,13,9
소라초등학교소라남분교장,1,7,4,5,2,6,7
안일초등학교백야분교장,3,0,2,0,0,3,3
돌산초등학교두라분교장,0,0,0,0,0,2,1
서정초등학교,6,5,4,10,8,11,7
녹동초등학교시산분교장,0,0,0,1,0,2,2
흑산초등학교흑산동분교장,0,0,0,0,0,2,1
조도초등학교거차분교장,2,0,0,0,2,4,3
진도서초등학교가사도분교장,0,0,2,0,0,0,1
묘량중앙초등학교,14,9,7,11,12,14,8
목포유달초등학교달리분교장,0,0,0,2,0,0,1
소라초등학교사곡분교장,0,2,0,2,3,0,3
율촌초등학교상봉분교장,0,0,0,0,0,2,1
토지초등학교연곡분교장,0,0,0,0,0,1,1
녹동초등학교소록도분교장,0,4,0,4,4,0,4
승주초등학교죽학분교장,0,2,0,0,0,3,3
황전북초등학교회덕분교장,0,0,0,4,0,0,1
율촌초등학교,23,26,18,33,18,12,11
마산초등학교용전분교장,0,0,2,4,2,3,6
흑산초등학교홍도분교장,0,0,0,0,1,0,2
조도초등학교대마분교장,0,0,2,0,0,1,2
청산초등학교모도분교장,0,0,0,0,0,3,1
넙도초등학교서리분교장,2,0,0,0,3,0,2
신풍초등학교,3,6,5,6,7,5,8
여남초등학교,5,3,2,6,3,8,8
돌산초등학교월호분교장,0,0,0,0,2,0,1
목포미항초등학교,44,60,56,69,49,54,17
목포서해초등학교,71,63,53,80,94,93,25
신기초등학교,58,65,61,80,61,71,24
광양용강초등학교,81,85,93,113,85,99,30
광양칠성초등학교,111,99,112,95,113,101,32
순천향림초등학교,20,22,20,40,28,35,11
안심초등학교,79,83,86,89,92,91,30
동백초등학교,44,54,65,69,75,61,26
목포용해초등학교,113,82,104,116,152,158,41
목포항도초등학교,150,140,148,156,166,152,41
목포석현초등학교,151,167,145,195,207,177,50
광양백운초등학교,107,114,112,125,128,104,35
성산초등학교,33,17,24,34,41,38,14
목포애향초등학교,82,86,99,102,109,111,29
남악초등학교,139,156,165,196,199,198,52
순천풍덕초등학교,38,35,54,61,43,58,18
목포옥암초등학교,85,112,122,163,145,140,41
목포영산초등학교,112,105,134,131,136,135,41
오룡초등학교,205,206,225,282,254,257,68
한아름초등학교,104,93,103,124,99,89,38
웅천초등학교,200,163,185,174,197,195,49
죽림초등학교,156,161,167,183,176,166,45
순천왕운초등학교,164,169,163,172,186,178,42
빛가람초등학교,142,152,139,170,166,180,43
매안초등학교,202,175,176,207,181,214,55
목포부주초등학교,133,152,157,185,152,143,43
목포백련초등학교,177,179,185,196,178,144,50
여수송현초등학교,222,173,159,170,122,135,44
라온초등학교,160,167,136,163,135,118,47
좌야초등학교,180,164,185,157,120,159,49
신대초등학교,324,332,289,308,239,226,79
빛누리초등학교,282,224,210,232,216,210,69
무안행복초등학교,280,266,227,252,204,189,66
대구교육대학교안동부설초등학교,61,60,72,72,72,70,22
경산동부초등학교,66,88,58,85,94,65,26
경산서부초등학교,80,64,74,88,99,76,30
경산중앙초등학교,25,32,44,35,37,38,17
경산초등학교,42,34,49,60,47,58,18
계당초등학교,12,15,7,4,7,6,8
금락초등학교,59,77,69,87,118,95,28
남산초등학교,19,22,20,21,21,9,7
남성초등학교,19,9,8,9,15,9,9
남천초등학교,15,26,18,24,21,16,8
다문초등학교,12,3,11,10,9,8,8
대동초등학교,7,8,8,7,4,8,8
부림초등학교,34,25,26,35,38,45,13
경산압량초등학교,217,210,237,215,178,138,65
와촌초등학교,5,4,10,4,8,9,8
용성초등학교,11,9,11,14,9,10,8
임당초등학교,20,24,17,20,16,20,9
자인초등학교,14,12,12,15,20,11,8
장산초등학교,81,83,80,75,95,94,28
정평초등학교,184,169,141,175,170,155,51
진량초등학교,88,81,65,92,86,90,29
진성초등학교,14,16,8,28,21,10,8
청천초등학교,5,5,5,12,5,7,7
하양초등학교,88,93,104,125,119,138,41
하주초등학교,85,69,63,67,47,40,22
현흥초등학교,16,16,17,25,19,21,9
감포초등학교,14,17,16,9,24,9,8
강동초등학교,15,9,22,16,15,15,7
건천초등학교,22,26,25,31,23,41,9
경주초등학교,121,137,134,167,147,137,41
계림초등학교,27,18,24,21,21,19,8
괘릉초등학교,17,11,5,13,6,5,7
나산초등학교,26,18,25,23,19,24,8
나원초등학교,30,24,25,35,35,33,13
내남초등학교,8,17,13,13,8,13,8
동방초등학교,43,40,32,50,39,38,14
동천초등학교,78,59,95,85,100,102,29
모량초등학교,8,10,6,6,8,6,8
모아초등학교,3,4,8,8,6,7,7
모화초등학교,56,62,53,55,60,45,21
불국사초등학교,33,33,43,52,51,46,16
사방초등학교,7,6,7,12,11,10,7
산대초등학교,62,49,71,56,77,79,24
서라벌초등학교,7,12,11,9,5,4,7
석계초등학교,9,0,4,8,5,5,7
신라초등학교,10,7,4,18,9,5,8
아화초등학교,4,5,7,8,9,11,8
안강제일초등학교,38,39,57,71,68,50,19
안강초등학교,6,7,6,6,12,8,7
양남초등학교,13,8,9,9,13,11,7
양동초등학교,13,22,6,14,8,8,8
양북초등학교,9,10,12,8,9,14,6
연안초등학교,7,8,5,8,9,1,7
영지초등학교,10,11,3,8,8,11,6
옥산초등학교,7,7,2,6,5,13,7
용강초등학교,76,51,73,92,92,86,26
용황초등학교,107,112,116,118,116,157,37
월성초등학교,22,31,23,38,28,26,13
유림초등학교,215,186,185,211,224,216,57
의곡초등학교,6,0,6,5,5,0,5
의곡초등학교일부분교장,0,0,0,2,3,0,4
입실초등학교,52,38,50,34,45,46,17
천북초등학교,16,17,13,14,19,12,8
천포초등학교,4,5,5,0,5,7,7
현곡초등학교,118,123,96,94,64,45,27
화랑초등학교,8,7,9,18,12,10,8
황남초등학교,259,248,207,229,170,163,60
황성초등학교,77,97,98,113,131,131,33
흥무초등학교,48,51,60,72,77,90,24
개진초등학교,0,5,0,7,5,4,6
고령초등학교,63,69,83,84,74,67,27
