school_name,student_1,student_2,student_3,student_4,student_5,student_6,teacher
서울교육대학교부설초등학교,95,95,95,104,108,110,31
서울대학교사범대학부설초등학교,97,100,102,102,102,104,36
서울개일초등학교,183,163,176,186,177,193,42
서울구룡초등학교,109,115,115,131,133,132,38
서울논현초등학교,34,47,34,46,46,46,18
서울대곡초등학교,148,133,193,226,236,270,59
서울대도초등학교,223,277,310,419,393,403,80
서울대모초등학교,123,135,143,150,186,183,43
서울대왕초등학교,91,86,103,94,133,160,42
서울대진초등학교,50,44,47,48,48,33,20
서울대청초등학교,16,21,16,20,21,15,15
서울대치초등학교,126,167,251,275,327,347,62
서울대현초등학교,105,103,111,128,171,188,38
서울도곡초등학교,107,125,138,158,185,215,45
서울도성초등학교,210,238,289,328,358,412,79
서울반원초등학교,211,196,211,229,240,262,60
서울반포초등학교,0,15,18,19,36,127,19
서울방배초등학교,123,123,115,167,138,185,42
서울방일초등학교,186,163,148,156,153,168,45
서울방현초등학교,34,24,35,46,47,53,16
서울봉은초등학교,83,81,81,79,82,83,27
서울삼릉초등학교,71,85,85,105,98,85,27
서울서래초등학교,202,212,212,262,245,225,54
서울서원초등학교,267,253,267,277,239,209,69
서울서이초등학교,270,242,208,258,221,231,53
서울서일초등학교,86,88,80,94,89,105,28
서울서초초등학교,169,162,172,171,204,174,47
서울수서초등학교,34,19,26,17,28,20,18
서울신구초등학교,91,70,78,85,64,90,28
서울신동초등학교,160,186,190,230,242,271,56
서울신중초등학교,127,137,136,167,138,174,43
서울압구정초등학교,145,137,125,181,172,155,44
서울양재초등학교,69,101,103,108,97,96,32
서울양전초등학교,76,86,97,105,103,89,31
서울언남초등학교,165,226,213,192,165,169,60
서울언북초등학교,257,285,301,355,306,336,75
서울언주초등학교,212,232,277,251,299,293,60
서울역삼초등학교,58,58,57,58,61,61,22
서울영희초등학교,49,38,51,46,64,49,20
서울왕북초등학교,150,133,148,167,134,170,42
서울우암초등학교,47,37,44,47,44,60,19
서울원명초등학교,175,201,212,206,186,251,56
서울원촌초등학교,205,175,169,203,188,169,54
서울이수초등학교,97,84,94,79,112,97,30
서울일원초등학교,191,161,193,197,196,200,51
서울잠원초등학교,282,255,259,298,277,288,74
서울청담초등학교,92,85,77,68,74,99,26
서울포이초등학교,77,78,82,76,81,81,31
서울학동초등학교,83,85,79,84,77,85,24
서울가동초등학교,120,132,123,159,156,163,49
서울가락초등학교,204,200,208,223,172,153,64
서울가원초등학교,94,116,121,99,111,98,34
서울가주초등학교,147,127,113,148,135,160,47
서울강덕초등학교,188,205,211,199,161,180,56
서울강동초등학교,95,71,80,94,100,91,28
서울강일초등학교,111,94,113,137,126,148,41
서울거여초등학교,115,92,110,111,115,98,37
서울거원초등학교,119,94,98,111,126,122,44
서울고덕초등학교,83,77,56,66,51,57,26
서울고명초등학교,136,151,126,124,122,107,40
서울고일초등학교,331,351,281,275,247,223,78
서울길동초등학교,110,146,109,151,136,128,44
서울남천초등학교,46,55,57,65,67,72,24
서울대명초등학교,117,119,126,147,143,175,45
서울마천초등학교,135,121,125,152,180,160,50
서울명덕초등학교,298,336,284,310,309,276,66
서울명원초등학교,125,113,117,155,136,164,39
서울명일초등학교,192,174,150,184,170,158,57
서울묘곡초등학교,199,259,244,267,274,290,76
서울문덕초등학교,112,99,109,81,91,90,33
서울문정초등학교,109,93,118,142,132,117,40
서울방산초등학교,109,95,108,102,128,102,34
서울방이초등학교,115,93,68,93,93,94,35
서울삼전초등학교,110,128,110,137,129,152,46
서울상일초등학교,34,23,22,27,34,49,15
서울석촌초등학교,121,115,108,128,126,133,44
서울선린초등학교,78,79,61,79,65,58,24
서울선사초등학교,91,91,98,130,116,112,41
서울성내초등학교,154,138,128,135,132,128,48
서울성일초등학교,173,179,177,182,190,187,67
서울세륜초등학교,78,88,99,107,118,136,37
서울송전초등학교,143,141,111,136,138,155,38
서울송파초등학교,96,88,93,93,90,104,32
서울신가초등학교,128,114,104,121,121,87,40
서울신명초등학교,77,51,73,91,64,89,30
서울신암초등학교,139,115,104,139,111,99,47
서울신천초등학교,61,69,61,68,71,77,32
서울아주초등학교,62,70,53,72,84,80,26
서울영풍초등학교,113,100,93,114,127,105,42
서울오금초등학교,129,103,113,87,111,108,36
서울오륜초등학교,68,61,80,106,107,105,31
서울잠동초등학교,160,123,149,136,147,151,42
서울잠신초등학교,205,228,256,279,253,269,62
서울잠실초등학교,179,186,168,186,169,200,54
서울잠일초등학교,269,247,288,337,307,288,68
서울잠전초등학교,87,67,74,103,97,93,33
서울중대초등학교,158,168,178,187,168,164,56
서울천동초등학교,155,139,127,139,111,131,45
서울천일초등학교,53,48,36,51,50,54,21
서울천호초등학교,113,106,105,112,122,113,44
서울토성초등학교,107,102,115,134,121,136,45
서울평화초등학교,33,28,24,31,26,30,17
서울풍납초등학교,57,71,53,66,63,71,26
서울풍성초등학교,40,61,67,45,48,42,24
서울한산초등학교,126,103,139,122,126,126,43
서울가곡초등학교,88,125,116,150,148,151,41
서울가양초등학교,43,33,34,27,33,34,23
서울갈산초등학교,157,144,166,174,230,198,47
서울강서초등학교,118,182,153,179,175,207,57
서울강신초등학교,122,119,126,132,157,114,43
서울강월초등학교,69,101,89,114,83,104,37
서울개화초등학교,17,10,18,13,18,22,14
서울경인초등학교,163,140,176,213,210,236,43
서울계남초등학교,116,108,115,150,129,163,42
서울공진초등학교,309,346,372,306,299,228,87
서울공항초등학교,253,274,260,302,249,213,67
서울남명초등학교,102,83,68,87,72,64,29
서울내발산초등학교,204,206,189,264,287,239,64
서울등명초등학교,17,17,5,22,20,13,11
서울등서초등학교,50,36,32,60,52,46,20
서울등양초등학교,36,25,26,23,20,24,16
서울등원초등학교,28,27,26,23,27,23,15
서울등촌초등학교,89,82,63,87,77,90,32
서울등현초등학교,91,98,92,90,96,100,32
서울목동초등학교,193,206,217,264,249,270,62
서울목원초등학교,53,44,75,78,105,119,27
서울발산초등학교,147,150,175,210,206,207,60
서울방화초등학교,95,95,70,113,92,89,34
서울백석초등학교,84,88,73,82,76,74,32
서울삼정초등학교,43,36,42,38,33,40,17
서울서정초등학교,116,129,128,155,159,157,42
서울송정초등학교,163,113,100,123,104,121,45
서울송화초등학교,184,194,217,219,221,167,63
서울신강초등학교,65,76,62,61,95,86,28
서울신곡초등학교,96,99,90,128,128,107,39
서울신남초등학교,197,157,141,130,129,106,40
서울신목초등학교,121,131,165,187,209,220,50
서울신서초등학교,134,195,208,193,189,224,50
서울신원초등학교,51,78,75,71,74,61,29
서울신월초등학교,97,95,101,102,111,95,41
서울신정초등학교,229,196,244,262,240,221,86
서울양강초등학교,85,78,85,78,75,105,31
서울양동초등학교,55,52,56,59,71,60,24
서울양명초등학교,85,90,104,132,83,129,35
서울양목초등학교,101,103,111,120,116,129,44
서울양원초등학교,41,36,38,34,50,37,22
서울양천초등학교,54,49,45,79,77,63,23
서울양화초등학교,121,105,110,99,100,93,37
서울염동초등학교,147,171,147,175,156,175,48
서울염창초등학교,162,144,134,175,141,140,48
서울영도초등학교,162,165,190,231,203,237,55
서울우장초등학교,169,141,161,144,157,131,47
서울월정초등학교,146,138,127,182,135,157,51
서울월촌초등학교,131,152,155,190,193,231,51
서울은정초등학교,54,52,51,55,51,72,23
서울정곡초등학교,35,21,23,36,26,35,17
서울정목초등학교,118,136,149,180,180,212,59
서울지향초등학교,103,100,103,134,114,97,37
서울치현초등학교,90,78,89,100,118,103,40
서울탑산초등학교,91,79,72,66,81,55,30
서울화곡초등학교,111,136,115,143,153,155,49
유석초등학교,60,60,60,57,50,49,13
동광초등학교,91,93,89,84,48,47,37
서울가산초등학교,63,47,54,36,39,37,20
서울개명초등학교,60,51,62,49,48,49,22
서울개봉초등학교,189,158,161,172,159,149,56
서울개웅초등학교,70,88,78,101,89,79,31
서울고산초등학교,67,61,64,83,58,68,27
서울고척초등학교,69,43,59,65,58,64,31
서울구로남초등학교,65,66,65,115,76,76,35
서울구로초등학교,73,65,73,84,62,91,35
서울구일초등학교,174,173,194,192,184,180,61
서울금산초등학교,49,42,41,64,51,48,21
서울금천초등학교,31,24,17,22,25,34,18
서울당산초등학교,65,55,48,58,52,56,22
서울당서초등학교,224,210,209,215,211,159,60
서울당중초등학교,98,108,86,86,93,88,33
서울대길초등학교,58,76,71,83,76,82,31
서울대동초등학교,37,52,43,58,71,74,30
서울대방초등학교,250,263,228,190,186,177,62
서울대영초등학교,212,175,150,149,141,120,49
서울덕의초등학교,171,148,152,184,187,175,49
서울도림초등학교,55,63,61,83,70,70,25
서울도신초등학교,46,30,34,37,49,48,21
서울독산초등학교,84,90,92,81,103,97,39
서울동구로초등학교,48,61,49,65,59,70,25
서울두산초등학교,137,97,70,92,83,81,33
서울매봉초등학교,46,36,37,49,48,43,17
서울문교초등학교,39,51,40,36,45,46,19
서울문래초등학교,202,172,197,223,189,185,52
서울문백초등학교,102,100,98,112,116,109,39
서울문성초등학교,83,38,60,73,64,63,30
서울미래초등학교,109,101,87,93,78,83,30
서울백산초등학교,42,37,33,52,49,55,21
서울세곡초등학교,78,90,77,105,70,91,33
서울시흥초등학교,60,71,70,86,85,103,34
서울신구로초등학교,76,70,66,90,64,69,31
서울신대림초등학교,83,74,60,56,56,50,24
서울신도림초등학교,232,215,218,200,247,173,56
서울신미림초등학교,173,131,133,161,129,164,44
서울신영초등학교,76,80,74,93,80,70,34
서울신흥초등학교,78,97,85,93,93,87,34
서울안천초등학교,39,26,36,46,37,57,20
서울여의도초등학교,163,175,157,190,156,203,57
서울영남초등학교,36,28,31,55,51,41,19
서울영동초등학교,72,80,69,54,70,59,25
서울영등포초등학교,51,50,34,38,43,50,20
서울영림초등학교,43,32,34,34,35,32,18
서울영서초등학교,112,105,122,126,113,127,45
서울영신초등학교,139,136,115,158,151,137,53
서울영원초등학교,105,94,91,98,90,79,31
서울영일초등학교,50,33,44,49,47,55,22
서울영중초등학교,89,76,61,82,72,53,28
서울오류남초등학교,109,117,131,122,106,109,43
서울오류초등학교,117,101,98,126,124,113,40
서울오정초등학교,58,56,51,71,55,72,27
서울온수초등학교,111,134,160,143,153,134,50
서울우신초등학교,37,33,43,35,31,48,21
서울윤중초등학교,73,77,76,105,68,90,29
서울정심초등학교,47,44,42,54,64,59,23
서울탑동초등학교,76,69,78,94,76,83,32
경희초등학교,121,122,122,112,78,68,22
금성초등학교,121,122,121,108,88,72,43
서울삼육초등학교,120,122,120,119,116,119,25
서울군자초등학교,53,53,34,47,47,53,21
서울답십리초등학교,163,174,131,166,132,141,54
서울동답초등학교,89,77,82,81,85,79,28
서울동원초등학교,57,54,57,84,56,65,25
서울망우초등학교,58,45,52,61,63,62,21
서울면남초등학교,59,46,51,59,53,49,23
서울면동초등학교,199,164,162,167,172,146,57
서울면목초등학교,104,81,91,105,98,123,39
서울면북초등학교,22,17,19,18,21,26,15
서울면일초등학교,106,93,87,121,117,110,42
서울면중초등학교,66,43,42,45,42,43,22
서울묵동초등학교,63,58,60,86,85,63,27
서울배봉초등학교,73,69,77,65,100,73,25
서울봉화초등학교,75,86,88,86,81,90,35
서울상봉초등학교,89,109,95,97,91,98,36
서울신내초등학교,109,89,92,134,123,151,42
서울신답초등학교,111,89,77,75,66,78,28
서울신묵초등학교,58,62,49,71,69,60,24
서울신현초등학교,76,84,66,76,88,87,27
서울안평초등학교,191,166,166,178,181,169,56
서울용두초등학교,77,65,73,78,68,70,25
서울원묵초등학교,148,145,201,194,162,204,57
서울이문초등학교,114,105,125,138,144,145,46
서울장평초등학교,182,198,150,200,169,187,56
서울전곡초등학교,43,37,49,61,62,66,23
서울전농초등학교,204,190,163,180,156,135,55
서울전동초등학교,105,119,102,116,120,126,43
서울종암초등학교,75,64,77,70,76,97,30
서울중곡초등학교,142,106,145,150,152,140,51
서울중랑초등학교,109,109,103,126,100,100,40
서울중목초등학교,90,75,63,66,48,57,24
서울중화초등학교,188,177,195,223,206,226,63
서울중흥초등학교,31,29,41,25,27,37,18
서울청량초등학교,106,83,108,113,115,126,41
서울홍릉초등학교,62,54,50,68,64,51,22
서울홍파초등학교,30,33,38,40,37,33,21
서울휘경초등학교,47,50,36,46,52,48,21
은석초등학교,121,121,122,121,98,93,63
서울강남초등학교,149,103,134,135,134,120,43
서울관악초등학교,103,84,94,95,96,85,33
서울구암초등학교,229,204,227,262,258,276,75
서울난곡초등학교,58,44,61,46,68,63,22
서울난우초등학교,103,106,103,135,113,136,42
서울난향초등학교,103,123,132,150,139,123,45
서울남부초등학교,100,73,85,78,78,75,31
서울남사초등학교,104,91,78,84,88,77,30
서울남성초등학교,80,93,81,88,95,90,34
서울노량진초등학교,33,42,31,39,37,51,21
서울당곡초등학교,127,92,86,99,100,106,37
서울대림초등학교,189,157,164,173,171,185,58
서울동작초등학교,114,99,90,78,72,72,29
서울문창초등학교,88,51,62,50,86,66,31
서울미성초등학교,131,122,105,139,114,115,41
서울본동초등학교,27,23,22,16,12,15,13
서울봉천초등학교,117,112,113,127,131,124,44
서울사당초등학교,108,113,82,94,109,74,37
서울삼성초등학교,40,49,74,59,79,51,24
서울상도초등학교,135,127,133,144,146,172,51
서울신길초등학교,135,153,152,174,222,250,57
서울신남성초등학교,94,97,78,73,90,82,30
서울신림초등학교,87,83,110,98,97,98,35
서울신봉초등학교,38,47,45,54,43,38,20
서울신상도초등학교,264,246,227,264,227,221,68
서울신성초등학교,98,71,91,78,103,103,34
서울신우초등학교,45,47,56,50,47,57,23
서울영본초등학교,130,123,161,151,121,166,46
서울영화초등학교,59,69,74,77,75,71,29
서울원당초등학교,20,21,25,35,32,29,18
서울원신초등학교,33,30,18,43,28,31,17
서울은로초등학교,159,128,123,113,98,89,39
서울은천초등학교,152,166,152,154,159,173,55
서울인헌초등학교,127,142,153,154,161,168,55
서울청룡초등학교,51,55,61,76,61,68,23
서울행림초등학교,41,44,35,43,44,34,19
서울흑석초등학교,91,86,79,107,89,87,33
중앙대학교사범대학부속초등학교,121,123,122,120,120,121,31
동북초등학교,128,129,128,128,117,112,24
상명초등학교,122,121,121,120,120,109,23
서울계상초등학교,62,67,70,103,78,93,33
서울공릉초등학교,45,56,59,62,60,57,21
서울공연초등학교,80,74,60,93,83,62,29
서울노원초등학교,49,47,40,53,58,43,22
서울노일초등학교,77,81,76,80,77,88,28
서울녹천초등학교,49,37,36,46,44,57,21
서울누원초등학교,140,119,118,132,139,125,48
서울당현초등학교,88,78,71,90,86,117,33
서울도봉초등학교,61,59,53,66,65,81,26
서울동일초등학교,106,103,108,122,115,110,35
서울방학초등학교,86,81,79,105,112,107,34
서울백운초등학교,134,121,115,149,135,135,47
서울불암초등학교,105,106,139,159,175,198,50
서울상경초등학교,114,117,91,112,111,92,41
서울상계초등학교,40,42,35,44,47,47,21
서울상곡초등학교,90,83,86,92,81,91,28
서울상수초등학교,85,108,98,122,117,114,42
서울상원초등학교,64,71,54,69,65,83,29
서울상월초등학교,43,41,22,26,37,16,18
서울상천초등학교,68,66,62,50,59,61,27
서울선곡초등학교,94,122,110,115,112,128,43
서울수락초등학교,81,68,69,81,90,103,33
서울수암초등학교,79,66,83,103,107,139,33
서울숭미초등학교,102,114,101,121,126,126,42
서울신계초등학교,40,34,46,40,50,59,22
서울신방학초등학교,52,55,58,66,79,61,24
서울신상계초등학교,70,62,62,60,67,67,27
서울신창초등학교,47,42,43,48,40,53,20
서울신학초등학교,61,69,52,73,77,68,27
서울신화초등학교,61,49,61,61,64,64,28
서울쌍문초등학교,108,95,100,101,112,94,36
서울연지초등학교,48,47,47,52,40,46,21
서울연촌초등학교,72,78,90,89,121,109,35
서울오봉초등학교,55,66,38,53,57,45,21
서울온곡초등학교,90,93,79,96,117,132,35
서울용동초등학교,44,30,38,55,53,69,23
서울용원초등학교,80,90,106,113,99,102,39
서울원광초등학교,94,87,122,116,145,167,38
서울월계초등학교,57,54,36,48,49,42,20
서울월천초등학교,61,49,53,68,72,56,27
서울을지초등학교,190,208,216,298,298,321,71
서울자운초등학교,105,123,84,127,134,132,38
서울중계초등학교,136,140,139,161,163,141,47
서울중원초등학교,85,50,71,72,76,71,27
서울중평초등학교,193,223,221,244,253,284,72
서울중현초등학교,28,10,24,25,30,16,16
서울창경초등학교,132,148,134,164,149,161,51
서울창도초등학교,117,123,129,132,138,140,45
서울창동초등학교,63,68,64,60,72,66,24
서울창림초등학교,141,140,137,174,162,168,53
서울창원초등학교,38,50,53,68,44,60,21
서울창일초등학교,117,137,160,157,151,148,48
서울청계초등학교,39,45,39,53,50,56,21
서울초당초등학교,134,145,146,135,177,173,48
서울태랑초등학교,126,152,156,158,146,178,50
서울태릉초등학교,163,135,136,136,142,153,48
서울한천초등학교,136,135,139,153,144,122,50
청원초등학교,120,122,120,120,111,105,44
태강삼육초등학교,129,128,128,128,128,128,24
한신초등학교,112,114,112,95,46,85,53
화랑초등학교,115,115,112,112,112,110,24
경기초등학교,96,96,98,97,96,92,24
명지초등학교,122,120,121,120,104,98,30
서울갈현초등학교,176,153,177,199,202,213,60
서울고은초등학교,91,82,80,83,68,94,31
서울공덕초등학교,135,134,110,124,94,109,38
서울구산초등학교,150,156,136,159,172,196,52
서울금화초등학교,65,71,86,72,81,80,29
서울녹번초등학교,147,113,124,136,134,133,42
서울대신초등학교,29,27,35,30,26,31,16
서울대은초등학교,28,17,23,31,34,36,14
서울대조초등학교,128,134,113,145,140,141,45
서울동교초등학교,124,131,136,143,160,140,45
서울마포초등학교,134,128,116,127,108,134,41
서울망원초등학교,38,42,31,45,48,41,14
서울미동초등학교,52,40,51,50,54,60,22
서울북가좌초등학교,178,189,203,206,222,214,67
서울북성초등학교,180,179,155,159,118,126,48
서울북한산초등학교,12,19,17,23,26,16,11
서울불광초등학교,124,109,128,120,115,126,43
서울상신초등학교,112,90,106,100,104,87,34
서울상암초등학교,88,67,77,109,92,95,29
서울서강초등학교,197,175,154,189,140,163,54
서울서교초등학교,54,74,60,85,74,94,28
서울성산초등학교,128,116,98,110,107,118,39
서울성서초등학교,85,81,64,88,109,92,31
서울성원초등학교,59,52,43,64,82,76,26
서울소의초등학교,87,75,73,81,66,71,26
서울수색초등학교,53,51,31,36,37,35,17
서울신도초등학교,141,142,155,178,229,205,53
서울신북초등학교,108,113,139,138,134,156,43
서울신사초등학교,58,47,69,75,68,71,24
서울신석초등학교,120,114,109,111,117,128,44
서울아현초등학교,123,97,86,101,83,89,36
서울안산초등학교,91,110,97,91,121,128,39
서울역촌초등학교,204,211,214,290,256,273,74
서울연가초등학교,305,246,230,273,236,248,76
서울연신초등학교,41,35,40,51,48,36,21
서울연은초등학교,142,137,154,144,117,113,37
서울연천초등학교,37,34,43,40,47,49,19
서울연희초등학교,116,128,118,111,111,129,41
서울염리초등학교,267,226,236,264,226,221,75
서울용강초등학교,86,100,77,101,70,84,32
서울은평초등학교,206,174,131,153,117,140,48
서울응암초등학교,118,112,108,147,133,126,42
서울인왕초등학교,97,96,68,68,85,79,30
서울중동초등학교,80,81,59,99,86,93,30
서울증산초등학교,117,88,82,101,95,123,40
서울창서초등학교,25,28,22,25,29,29,15
서울창천초등학교,43,26,17,16,30,19,16
서울한서초등학교,128,127,113,137,110,104,43
서울홍연초등학교,83,100,93,124,99,138,38
서울홍은초등학교,58,47,62,61,42,42,24
서울홍제초등학교,150,112,128,137,148,148,44
선일초등학교,87,85,84,71,48,62,18
예일초등학교,86,84,84,85,59,78,31
이화여자대학교사범대학부속초등학교,104,104,104,104,104,104,41
추계초등학교,61,61,62,61,59,48,25
충암초등학교,112,130,130,120,75,93,26
홍익대학교사범대학부속초등학교,85,86,86,84,82,63,42
경복초등학교,122,124,121,121,142,141,30
서울경동초등학교,126,144,131,151,148,148,49
서울경수초등학교,36,30,47,42,42,32,19
서울경일초등학교,34,45,44,31,41,47,20
서울광남초등학교,188,185,233,247,257,257,61
서울광장초등학교,56,41,45,48,63,51,19
서울구남초등학교,103,123,104,136,115,116,40
서울구의초등학교,100,75,72,100,60,97,31
서울금북초등학교,149,127,125,127,115,118,45
서울금옥초등학교,78,39,40,43,35,38,21
서울금호초등학교,113,101,86,85,84,54,36
서울동명초등학교,37,39,37,45,71,45,23
서울동의초등학교,114,104,124,123,119,116,44
서울동자초등학교,204,175,172,196,192,202,61
서울무학초등학교,78,64,87,78,80,58,30
서울사근초등학교,30,32,27,27,20,26,16
서울성수초등학교,41,43,39,42,43,45,23
서울성자초등학교,76,99,87,95,99,106,30
서울신양초등학교,84,76,79,74,92,75,35
서울신자초등학교,57,52,52,55,41,57,23
서울양남초등학교,21,30,24,29,19,16,16
서울옥수초등학교,107,90,93,83,83,77,35
서울옥정초등학교,138,115,119,128,119,99,42
서울용곡초등학교,65,73,59,82,87,67,28
서울용답초등학교,33,32,22,46,47,39,20
서울용마초등학교,195,156,173,180,195,217,67
서울응봉초등학교,111,110,112,127,131,152,41
서울자양초등학교,76,78,70,88,83,68,27
서울장안초등학교,88,91,62,99,73,87,32
서울중광초등학교,55,33,36,45,33,35,17
서울중마초등학교,64,60,42,88,82,63,28
서울행당초등학교,122,133,120,124,110,105,41
서울화양초등학교,7,6,12,19,22,18,11
성동초등학교,123,123,121,120,119,112,24
세종초등학교,58,62,61,62,61,60,12
한양초등학교,115,113,113,112,112,101,24
광운초등학교,84,112,112,112,90,88,21
대광초등학교,84,85,86,84,69,75,22
매원초등학교,86,86,84,84,81,75,36
서울개운초등학교,116,90,111,119,135,132,44
서울길음초등학교,124,155,191,186,245,244,59
서울돈암초등학교,115,114,130,139,146,186,56
서울동신초등학교,77,61,59,70,76,66,26
서울미아초등학교,209,191,209,202,202,204,59
서울미양초등학교,67,74,64,91,87,75,30
서울번동초등학교,82,73,93,95,106,121,40
서울삼각산초등학교,146,178,170,216,179,201,55
서울삼선초등학교,82,90,95,105,125,117,37
서울삼양초등학교,80,68,71,74,85,72,31
서울석관초등학교,104,109,85,115,96,95,35
서울성북초등학교,30,37,30,47,40,37,20
서울송중초등학교,90,120,124,118,123,128,46
서울송천초등학교,62,79,96,93,88,83,29
서울수송초등학교,96,77,108,111,121,122,42
서울수유초등학교,113,92,103,113,114,123,41
서울숭곡초등학교,138,100,101,109,83,79,32
서울숭덕초등학교,194,190,166,214,191,201,61
서울숭례초등학교,104,122,96,152,105,116,42
서울숭인초등학교,174,170,169,197,225,195,64
서울안암초등학교,41,40,34,29,42,34,21
서울오현초등학교,44,47,53,54,55,67,21
서울우이초등학교,179,162,175,188,174,196,59
서울월곡초등학교,54,61,49,66,67,84,25
서울유현초등학교,40,46,54,55,66,61,23
서울인수초등학교,96,92,95,144,136,107,39
서울일신초등학교,123,124,124,128,137,150,43
서울장곡초등학교,194,125,114,135,130,106,45
서울장위초등학교,56,63,75,85,97,90,31
서울정덕초등학교,160,168,151,197,146,180,54
서울정릉초등학교,101,109,110,100,132,133,42
서울정수초등학교,48,48,17,32,43,51,19
서울청덕초등학교,51,44,48,72,64,71,21
서울화계초등학교,91,96,107,115,129,130,44
성신초등학교,84,84,87,83,74,60,18
영훈초등학교,114,115,113,115,112,113,35
우촌초등학교,114,112,107,95,50,66,19
계성초등학교,115,115,116,120,119,120,36
동산초등학교,90,90,96,94,95,95,18
리라초등학교,87,84,84,84,81,60,18
상명대학교사범대학부속초등학교,61,62,61,55,48,45,16
서울광희초등학교,55,38,39,43,41,52,20
서울교동초등학교,36,29,18,34,27,32,14
서울금양초등학교,120,113,116,106,100,122,44
서울남산초등학교,38,45,33,40,29,26,17
서울남정초등학교,46,57,37,52,61,54,22
서울덕수초등학교,94,73,91,73,58,65,28
서울독립문초등학교,88,68,73,74,83,76,32
서울매동초등학교,27,26,24,42,29,44,20
서울명신초등학교,40,58,54,68,31,50,21
서울보광초등학교,44,39,38,44,45,35,26
서울봉래초등학교,79,51,70,81,59,63,27
서울삼광초등학교,71,67,72,70,69,67,26
서울서빙고초등학교,48,55,59,72,83,90,24
서울세검정초등학교,136,146,121,160,121,177,46
서울숭신초등학교,158,170,151,142,120,119,45
서울신용산초등학교,255,252,225,266,245,232,76
서울용산초등학교,86,75,44,60,50,45,21
서울용암초등학교,15,16,14,17,27,33,17
서울원효초등학교,86,76,88,87,103,95,37
서울이태원초등학교,44,32,36,40,39,51,20
서울장충초등학교,60,48,45,71,66,59,26
서울재동초등학교,56,25,32,30,48,39,16
서울창신초등학교,61,50,50,67,80,82,30
서울청구초등학교,81,86,90,107,98,100,41
서울청운초등학교,71,74,70,86,81,87,31
서울청파초등학교,57,67,61,70,53,56,24
서울충무초등학교,30,25,27,39,32,54,17
서울한강초등학교,35,45,34,28,41,37,20
서울한남초등학교,68,49,36,43,49,46,23
서울혜화초등학교,66,93,78,86,94,110,36
서울효제초등학교,25,25,23,40,33,39,18
서울후암초등학교,47,38,46,54,44,57,24
서울흥인초등학교,59,59,75,51,68,52,24
숭의초등학교,84,90,96,91,83,90,18
신광초등학교,58,64,64,64,63,54,28
운현초등학교,31,29,30,30,29,30,15
서울신기초등학교,76,68,64,81,79,71,27
서울금동초등학교,123,106,112,143,125,144,40
서울덕암초등학교,84,95,82,89,97,87,32
서울봉현초등학교,141,126,125,122,139,151,46
서울광진초등학교,109,98,105,92,99,94,35
서울연광초등학교,33,29,25,52,38,56,18
서울고원초등학교,105,101,109,101,98,101,34
서울가인초등학교,80,71,61,75,60,76,27
서울묵현초등학교,85,94,82,82,83,87,35
서울양진초등학교,219,203,264,257,264,273,65
서울마장초등학교,80,70,76,88,82,81,29
서울서신초등학교,76,65,78,84,77,101,30
서울석계초등학교,68,82,81,76,92,81,29
서울보라매초등학교,236,243,197,243,240,271,63
서울염경초등학교,138,139,152,151,154,171,49
서울영문초등학교,194,184,204,187,151,153,59
서울조원초등학교,62,67,64,74,67,83,28
서울화일초등학교,115,99,112,127,107,124,44
서울행현초등학교,93,106,105,95,123,107,37
서울길원초등학교,200,195,200,209,235,180,60
서울장수초등학교,45,55,63,73,78,86,22
서울장월초등학교,133,102,104,113,109,81,36
서울휘봉초등학교,137,104,116,130,122,128,42
서울상지초등학교,91,97,97,110,113,112,36
서울선유초등학교,79,45,62,66,55,60,24
서울신당초등학교,65,53,73,42,57,41,20
서울버들초등학교,140,174,180,184,174,214,46
서울문현초등학교,152,150,121,146,141,130,49
서울삼일초등학교,168,201,164,184,137,144,47
서울매헌초등학교,106,75,91,93,88,101,27
서울수명초등학교,143,136,163,185,184,151,55
서울은명초등학교,212,168,216,212,186,210,60
서울개롱초등학교,53,60,57,65,65,56,25
서울잠현초등학교,150,159,147,178,133,149,38
서울진관초등학교,122,119,154,165,154,175,50
서울목운초등학교,235,233,262,296,284,327,61
서울송원초등학교,41,46,44,44,34,51,19
서울강명초등학교,79,94,95,136,148,219,49
서울등마초등학교,145,131,120,141,131,124,45
서울신은초등학교,84,86,91,127,130,196,48
서울우면초등학교,99,119,127,210,245,207,56
서울동호초등학교,100,82,68,75,63,60,29
서울천왕초등학교,92,99,129,126,217,254,62
서울하늘초등학교,60,65,76,105,132,164,38
서울은빛초등학교,72,82,82,140,148,164,49
서울수리초등학교,71,69,65,80,70,74,26
서울상현초등학교,112,133,143,124,128,137,46
서울구현초등학교,83,96,84,71,108,89,36
서울은진초등학교,104,89,110,119,130,110,37
서울가재울초등학교,282,303,282,313,244,257,79
서울위례솔초등학교,173,136,113,115,135,90,44
서울고현초등학교,234,242,232,217,173,161,58
서울어울초등학교,105,106,95,88,53,53,30
서울새솔초등학교,106,127,203,179,208,104,57
서울율현초등학교,109,164,186,182,174,121,50
서울우솔초등학교,90,88,101,117,127,123,37
서울자곡초등학교,78,107,93,154,108,99,36
서울세명초등학교,123,126,160,216,183,187,54
서울송례초등학교,256,237,206,233,232,240,68
서울위례별초등학교,279,272,281,315,264,278,79
서울강솔초등학교,56,56,56,59,76,84,32
서울금나래초등학교,222,167,157,185,122,118,57
